Time_s,X,Y,Z
229.779,0.461,-0.047,-0.891
229.812,0.461,-0.051,-0.891
229.845,0.461,-0.051,-0.891
229.878,0.457,-0.051,-0.895
229.911,0.453,-0.043,-0.898
229.944,0.465,-0.055,-0.891
229.977,0.461,-0.047,-0.891
230.01,0.461,-0.047,-0.902
230.043,0.461,-0.051,-0.895
230.076,0.457,-0.047,-0.895
230.109,0.457,-0.047,-0.895
230.142,0.465,-0.051,-0.895
230.175,0.457,-0.047,-0.895
230.208,0.457,-0.039,-0.895
230.241,0.461,-0.051,-0.898
230.274,0.465,-0.047,-0.898
230.307,0.453,-0.035,-0.887
230.34,0.461,-0.043,-0.898
230.373,0.457,-0.051,-0.902
230.406,0.457,-0.051,-0.895
230.439,0.453,-0.047,-0.898
230.472,0.438,-0.047,-0.902
230.505,0.438,-0.051,-0.906
230.538,0.457,-0.051,-0.895
230.571,0.465,-0.051,-0.902
230.604,0.461,-0.043,-0.891
230.637,0.457,-0.047,-0.895
230.67,0.449,-0.043,-0.902
230.703,0.461,-0.031,-0.895
230.736,0.461,-0.047,-0.898
230.769,0.445,-0.047,-0.898
230.802,0.445,-0.051,-0.895
230.835,0.457,-0.047,-0.891
230.868,0.461,-0.047,-0.895
230.901,0.453,-0.047,-0.895
230.934,0.449,-0.043,-0.891
230.967,0.457,-0.043,-0.895
231,0.445,-0.051,-0.898
231.033,0.457,-0.047,-0.895
231.066,0.453,-0.051,-0.898
231.099,0.434,-0.047,-0.91
231.132,0.449,-0.047,-0.895
231.165,0.461,-0.047,-0.895
231.198,0.453,-0.035,-0.898
231.231,0.449,-0.047,-0.902
231.264,0.453,-0.043,-0.906
231.297,0.453,-0.051,-0.898
231.33,0.445,-0.051,-0.902
231.363,0.449,-0.047,-0.902
231.396,0.453,-0.051,-0.898
231.429,0.453,-0.051,-0.902
231.462,0.449,-0.047,-0.902
231.495,0.457,-0.047,-0.898
231.528,0.473,-0.043,-0.887
231.561,0.461,-0.047,-0.891
231.594,0.445,-0.051,-0.898
231.627,0.453,-0.051,-0.895
231.66,0.465,-0.047,-0.895
231.693,0.465,-0.043,-0.898
231.726,0.445,-0.043,-0.895
231.759,0.461,-0.043,-0.891
231.792,0.461,-0.047,-0.891
231.825,0.457,-0.051,-0.898
231.858,0.449,-0.047,-0.898
231.891,0.457,-0.047,-0.895
231.924,0.465,-0.047,-0.895
231.957,0.461,-0.047,-0.891
231.99,0.457,-0.051,-0.887
232.023,0.461,-0.051,-0.895
232.056,0.465,-0.047,-0.895
232.089,0.465,-0.051,-0.891
232.122,0.461,-0.043,-0.891
232.155,0.465,-0.043,-0.887
232.188,0.473,-0.039,-0.891
232.221,0.461,-0.047,-0.891
232.254,0.461,-0.043,-0.891
232.287,0.469,-0.047,-0.891
232.32,0.465,-0.047,-0.887
232.353,0.465,-0.039,-0.891
232.386,0.465,-0.055,-0.891
232.419,0.465,-0.047,-0.891
232.452,0.465,-0.043,-0.891
232.485,0.461,-0.047,-0.895
232.518,0.457,-0.051,-0.898
232.551,0.465,-0.051,-0.895
232.584,0.469,-0.043,-0.887
232.617,0.469,-0.043,-0.887
232.65,0.469,-0.051,-0.891
232.683,0.465,-0.035,-0.891
232.716,0.465,-0.043,-0.891
232.749,0.465,-0.047,-0.887
232.782,0.465,-0.043,-0.887
232.815,0.465,-0.047,-0.891
232.848,0.465,-0.047,-0.887
232.881,0.465,-0.043,-0.887
232.914,0.469,-0.043,-0.883
232.947,0.469,-0.047,-0.891
232.98,0.465,-0.043,-0.891
233.013,0.461,-0.043,-0.887
233.046,0.465,-0.047,-0.891
233.079,0.465,-0.047,-0.887
233.112,0.465,-0.047,-0.887
233.145,0.465,-0.047,-0.891
233.178,0.469,-0.035,-0.887
233.211,0.469,-0.047,-0.887
233.244,0.465,-0.051,-0.891
233.277,0.465,-0.043,-0.891
233.31,0.465,-0.047,-0.891
233.343,0.477,-0.051,-0.891
233.376,0.469,-0.051,-0.887
233.409,0.461,-0.043,-0.891
233.442,0.461,-0.043,-0.891
233.475,0.469,-0.047,-0.887
233.508,0.469,-0.051,-0.891
233.541,0.465,-0.043,-0.891
233.574,0.465,-0.047,-0.887
233.607,0.461,-0.043,-0.891
233.64,0.465,-0.051,-0.891
233.673,0.469,-0.031,-0.887
233.706,0.469,-0.047,-0.891
233.739,0.473,-0.047,-0.887
233.772,0.465,-0.043,-0.887
233.805,0.465,-0.043,-0.895
233.838,0.465,-0.043,-0.891
233.871,0.469,-0.051,-0.891
233.904,0.465,-0.047,-0.891
233.937,0.461,-0.047,-0.891
233.97,0.469,-0.043,-0.887
234.003,0.469,-0.047,-0.891
234.036,0.469,-0.047,-0.891
234.069,0.465,-0.047,-0.887
234.102,0.465,-0.051,-0.887
234.135,0.465,-0.047,-0.887
234.168,0.465,-0.035,-0.887
234.201,0.465,-0.039,-0.891
234.234,0.465,-0.043,-0.891
234.267,0.465,-0.047,-0.887
234.3,0.469,-0.047,-0.883
234.333,0.473,-0.047,-0.887
234.366,0.473,-0.047,-0.887
234.399,0.461,-0.047,-0.895
234.432,0.461,-0.043,-0.887
234.465,0.473,-0.047,-0.891
234.498,0.461,-0.047,-0.891
234.531,0.461,-0.047,-0.891
234.564,0.465,-0.047,-0.891
234.597,0.465,-0.047,-0.891
234.63,0.473,-0.043,-0.891
234.663,0.473,-0.039,-0.887
234.696,0.469,-0.047,-0.891
234.729,0.465,-0.051,-0.891
234.762,0.465,-0.047,-0.887
234.795,0.461,-0.047,-0.887
234.828,0.465,-0.051,-0.891
234.861,0.465,-0.043,-0.887
234.894,0.465,-0.047,-0.891
234.927,0.355,-0.086,-1.004
234.96,-0.219,0.035,-1.309
234.993,-0.059,0.148,-0.707
235.026,0.633,0.082,-0.016
235.059,1.688,-0.258,0.363
235.092,1.168,-0.02,0.438
235.125,1.086,-0.121,-0.102
235.158,1.434,-0.047,0.086
235.191,0.965,-0.387,0.078
235.224,1.008,0.078,-0.184
235.257,0.902,0.02,-0.441
235.29,0.648,0.129,-0.555
235.323,0.168,0.121,-1.004
235.356,-1.121,0.047,-1.129
235.389,-0.363,-0.02,-1.109
235.422,0.379,0.02,-0.754
235.455,1.34,-0.145,-0.652
235.488,0.926,-0.121,-0.652
235.521,0.48,-0.086,-0.883
235.554,0.34,0.02,-0.922
235.587,0.152,-0.043,-0.977
235.62,0.273,-0.016,-0.945
235.653,0.523,-0.051,-0.875
235.686,0.609,-0.063,-0.852
235.719,0.508,-0.055,-0.879
235.752,0.418,-0.051,-0.902
235.785,0.391,-0.047,-0.914
235.818,0.441,-0.051,-0.902
235.851,0.48,-0.055,-0.887
235.884,0.449,-0.055,-0.898
235.917,0.414,-0.051,-0.898
235.95,0.441,-0.055,-0.902
235.983,0.621,0.086,-0.828
236.016,0.922,-0.105,-0.813
236.049,0.664,0.055,-0.902
236.082,-0.211,0.027,-1.148
236.115,0.035,0.324,-1.16
236.148,0.359,0.23,-1.063
236.181,0.258,0.141,-1.113
236.214,0.563,0.145,-0.816
236.247,0.563,0.18,-0.719
236.28,0.449,0.141,-0.637
236.313,0.52,-0.047,-0.504
236.346,0.504,-0.109,-0.387
236.379,0.664,-0.145,-0.238
236.412,0.824,-0.332,-0.176
236.445,0.828,-0.43,-0.059
236.478,0.895,-0.535,0.035
236.511,0.926,-0.691,0.066
236.544,1.016,-0.633,0.047
236.577,0.926,-0.75,0.082
236.61,0.887,-0.723,0.242
236.643,0.934,-0.637,0.328
236.676,0.848,-0.492,0.355
236.709,0.781,-0.438,0.43
236.742,0.758,-0.504,0.5
236.775,0.969,-0.5,0.512
236.808,0.977,-0.32,0.711
236.841,0.738,-0.324,0.75
236.874,0.879,-0.063,0.816
236.907,0.828,-0.148,0.766
236.94,0.957,-0.156,0.73
236.973,0.918,-0.176,0.594
237.006,0.863,-0.172,0.477
237.039,0.785,-0.176,0.457
237.072,0.719,-0.109,-0.004
237.105,0.527,-0.324,0.332
237.138,1.035,0.082,0.594
237.171,0.809,-0.043,0.543
237.204,0.957,-0.07,0.566
237.237,0.844,-0.172,0.488
237.27,0.93,-0.211,0.555
237.303,0.984,-0.262,0.648
237.336,1.004,-0.293,0.672
237.369,0.793,-0.313,0.648
237.402,0.949,-0.324,0.648
237.435,0.805,-0.332,0.602
237.468,0.828,-0.359,0.578
237.501,0.746,-0.402,0.465
237.534,0.711,-0.5,0.375
237.567,0.781,-0.52,0.328
237.6,0.879,-0.531,0.289
237.633,0.82,-0.574,0.238
237.666,0.797,-0.582,0.199
237.699,0.852,-0.676,0.18
237.732,0.895,-0.703,0.141
237.765,0.977,-0.746,0.195
237.798,0.902,-0.816,0.191
237.831,0.637,-0.887,0.281
237.864,0.73,-0.918,0.301
237.897,0.684,-0.781,0.25
237.93,0.48,-0.742,0.133
237.963,0.426,-0.723,0.086
237.996,0.289,-0.625,0.098
238.029,0.277,-0.531,0.063
238.062,0.328,-0.41,0.039
238.095,0.434,-0.309,0.234
238.128,0.426,-0.363,0.719
238.161,0.598,-0.309,0.723
238.194,0.484,-0.297,0.418
238.227,0.605,-0.211,0.664
238.26,0.805,-0.367,1.094
238.293,0.855,-0.645,1.098
238.326,0.742,-0.535,1.051
238.359,0.57,-0.5,1.051
238.392,0.332,-0.43,0.984
238.425,0.418,-0.352,0.938
238.458,0.219,-0.199,0.895
238.491,0.23,-0.313,0.914
238.524,0.168,-0.352,0.887
238.557,0.32,-0.543,1.012
238.59,0.375,-0.402,0.906
238.623,0.371,-0.387,0.789
238.656,0.352,-0.383,0.777
238.689,0.289,-0.395,0.773
238.722,0.324,-0.492,0.766
238.755,0.301,-0.453,0.699
238.788,0.273,-0.574,0.672
238.821,0.336,-0.469,0.781
238.854,0.355,-0.563,0.844
238.887,0.297,-0.512,0.859
238.92,0.277,-0.527,0.871
238.953,0.297,-0.512,0.859
238.986,0.281,-0.473,0.852
239.019,0.289,-0.523,0.836
239.052,0.199,-0.484,0.777
239.085,0.34,-0.531,0.789
239.118,0.352,-0.504,0.781
239.151,0.305,-0.496,0.777
239.184,0.414,-0.504,0.809
239.217,0.34,-0.535,0.797
239.25,0.309,-0.5,0.797
239.283,0.402,-0.508,0.805
239.316,0.406,-0.488,0.836
239.349,0.406,-0.527,0.82
239.382,0.422,-0.48,0.809
239.415,0.5,-0.539,0.754
239.448,0.605,-0.516,0.719
239.481,0.652,-0.535,0.688
239.514,0.832,-0.543,0.59
239.547,0.688,-0.543,0.313
239.58,0.688,-0.57,0.121
239.613,0.887,-0.508,0.023
239.646,0.809,-0.551,-0.156
239.679,0.484,-0.477,-0.305
239.712,0.805,-0.598,-0.109
239.745,1.113,-0.523,-0.02
239.778,0.84,-0.543,-0.219
239.811,0.891,-0.523,-0.375
239.844,0.73,-0.527,-0.363
239.877,0.75,-0.492,-0.234
239.91,1.125,-0.449,-0.188
239.943,0.805,-0.469,-0.449
239.976,0.559,-0.492,-0.52
240.009,0.77,-0.457,-0.313
240.042,1.098,-0.77,-0.125
240.075,0.836,-0.281,-0.18
240.108,0.633,-0.516,-0.371
240.141,0.793,-0.547,-0.41
240.174,0.789,-0.469,-0.387
240.207,0.859,-0.465,-0.43
240.24,0.82,-0.449,-0.473
240.273,0.73,-0.473,-0.535
240.306,0.668,-0.453,-0.512
240.339,0.742,-0.434,-0.488
240.372,0.777,-0.379,-0.484
240.405,0.777,-0.391,-0.559
240.438,0.848,-0.352,-0.578
240.471,0.832,-0.332,-0.523
240.504,0.875,-0.332,-0.488
240.537,0.91,-0.336,-0.434
240.57,0.945,-0.355,-0.402
240.603,0.84,-0.332,-0.469
240.636,0.758,-0.359,-0.48
240.669,0.98,-0.348,-0.445
240.702,0.84,-0.336,-0.504
240.735,0.727,-0.352,-0.555
240.768,0.652,-0.34,-0.582
240.801,0.898,-0.328,-0.461
240.834,1.078,-0.344,-0.422
240.867,0.758,-0.363,-0.547
240.9,0.613,-0.355,-0.566
240.933,0.793,-0.305,-0.453
240.966,0.898,-0.324,-0.453
240.999,0.773,-0.332,-0.492
241.032,0.836,-0.324,-0.473
241.065,0.871,-0.309,-0.426
241.098,0.746,-0.289,-0.441
241.131,0.699,-0.328,-0.449
241.164,0.938,-0.316,-0.41
241.197,0.961,-0.293,-0.41
241.23,0.75,-0.285,-0.52
241.263,0.699,-0.277,-0.512
241.296,1.102,-0.242,-0.352
241.329,0.785,-0.242,-0.52
241.362,0.758,-0.25,-0.559
241.395,0.813,-0.223,-0.488
241.428,0.898,-0.223,-0.461
241.461,1.02,-0.195,-0.453
241.494,0.797,-0.18,-0.418
241.527,0.824,-0.188,-0.465
241.56,0.926,-0.156,-0.477
241.593,0.859,-0.148,-0.516
241.626,0.875,-0.148,-0.512
241.659,0.949,-0.145,-0.418
241.692,0.949,-0.129,-0.469
241.725,0.867,-0.164,-0.379
241.758,0.797,-0.137,-0.449
241.791,0.926,-0.086,-0.488
241.824,1.035,-0.078,-0.488
241.857,0.977,-0.086,-0.457
241.89,0.891,-0.074,-0.387
241.923,0.891,-0.109,-0.359
241.956,0.945,-0.094,-0.445
241.989,0.957,-0.082,-0.418
242.022,0.848,-0.082,-0.484
242.055,1.012,-0.07,-0.375
242.088,0.879,-0.043,-0.406
242.121,0.91,-0.086,-0.453
242.154,0.859,-0.094,-0.418
242.187,0.938,-0.074,-0.465
242.22,1,-0.078,-0.406
242.253,0.895,-0.086,-0.391
242.286,0.875,-0.066,-0.422
242.319,0.906,-0.066,-0.418
242.352,0.895,-0.066,-0.414
242.385,0.977,-0.078,-0.316
242.418,0.891,-0.063,-0.402
242.451,0.949,-0.086,-0.406
242.484,0.91,-0.063,-0.371
242.517,0.926,-0.063,-0.406
242.55,0.898,-0.074,-0.402
242.583,0.938,-0.07,-0.328
242.616,0.93,-0.074,-0.43
242.649,0.844,-0.047,-0.492
242.682,0.906,-0.035,-0.418
242.715,0.941,-0.074,-0.316
242.748,0.922,-0.09,-0.359
242.781,1.063,-0.078,-0.332
242.814,0.863,-0.055,-0.375
242.847,0.875,-0.043,-0.492
242.88,0.891,-0.078,-0.422
242.913,0.895,-0.074,-0.336
242.946,1.008,-0.039,-0.301
242.979,1.059,-0.004,-0.348
243.012,0.871,0.051,-0.438
243.045,1.086,-0.004,-0.359
243.078,1.078,-0.043,-0.25
243.111,1.145,-0.035,-0.172
243.144,1.176,-0.063,-0.008
243.177,1.273,-0.129,-0.09
243.21,1.094,-0.051,-0.141
243.243,0.582,-0.02,-0.012
243.276,1.02,-0.148,0.063
243.309,1.121,-0.238,0.043
243.342,0.84,-0.188,-0.098
243.375,0.918,-0.246,0.078
243.408,0.781,-0.266,0.027
243.441,0.656,-0.281,-0.148
243.474,0.977,-0.348,0.07
243.507,1.051,-0.281,-0.02
243.54,0.965,-0.227,-0.164
243.573,1.012,-0.262,-0.211
243.606,0.969,-0.234,-0.352
243.639,0.996,-0.211,-0.215
243.672,1.043,-0.234,-0.113
243.705,0.879,-0.203,-0.176
243.738,0.969,-0.238,-0.215
243.771,0.98,-0.238,-0.215
243.804,0.891,-0.234,-0.184
243.837,0.934,-0.262,-0.141
243.87,0.941,-0.258,-0.105
243.903,0.934,-0.23,-0.145
243.936,0.922,-0.203,-0.141
243.969,0.906,-0.168,-0.082
244.002,1.082,-0.148,0.172
244.035,1.109,-0.172,0.336
244.068,0.922,-0.223,0.23
244.101,1.016,-0.129,0.23
244.134,1.047,-0.168,0.566
244.167,1.195,-0.094,0.758
244.2,0.773,-0.172,0.605
244.233,0.707,-0.242,0.574
244.266,0.75,-0.352,0.738
244.299,0.617,-0.262,0.734
244.332,0.484,-0.316,0.691
244.365,0.566,-0.387,0.73
244.398,0.504,-0.363,0.715
244.431,0.527,-0.367,0.723
244.464,0.535,-0.383,0.727
244.497,0.527,-0.426,0.742
244.53,0.543,-0.418,0.73
244.563,0.605,-0.402,0.73
244.596,0.59,-0.438,0.699
244.629,0.672,-0.453,0.672
244.662,0.688,-0.43,0.602
244.695,0.715,-0.441,0.566
244.728,0.699,-0.422,0.539
244.761,0.754,-0.457,0.523
244.794,0.719,-0.348,0.453
244.827,0.762,-0.422,0.477
244.86,0.828,-0.641,0.457
244.893,0.875,-0.676,0.375
244.926,0.957,-0.594,0.324
244.959,0.941,-0.496,0.293
244.992,0.969,-0.461,0.262
245.025,0.957,-0.41,0.199
245.058,1,-0.336,0.109
245.091,1.012,-0.344,0.051
245.124,0.992,-0.363,0.016
245.157,0.992,-0.352,-0.02
245.19,0.941,-0.383,-0.031
245.223,0.93,-0.375,-0.074
245.256,0.859,-0.426,-0.129
245.289,0.84,-0.441,-0.152
245.322,0.777,-0.465,-0.188
245.355,0.781,-0.496,-0.191
245.388,0.77,-0.477,-0.207
245.421,0.758,-0.5,-0.203
245.454,0.754,-0.496,-0.215
245.487,0.762,-0.516,-0.242
245.52,0.785,-0.551,-0.238
245.553,0.809,-0.563,-0.246
245.586,0.82,-0.586,-0.25
245.619,0.797,-0.57,-0.277
245.652,0.809,-0.559,-0.277
245.685,0.805,-0.582,-0.266
245.718,0.809,-0.57,-0.27
245.751,0.789,-0.547,-0.297
245.784,0.766,-0.605,-0.316
245.817,0.738,-0.617,-0.309
245.85,0.746,-0.613,-0.301
245.883,0.754,-0.621,-0.313
245.916,0.746,-0.637,-0.324
245.949,0.758,-0.637,-0.316
245.982,0.777,-0.652,-0.328
246.015,0.773,-0.637,-0.367
246.048,0.758,-0.672,-0.363
246.081,0.766,-0.695,-0.359
246.114,0.781,-0.684,-0.359
246.147,0.805,-0.672,-0.371
246.18,0.859,-0.621,-0.363
246.213,0.859,-0.633,-0.371
246.246,0.73,-0.691,-0.402
246.279,0.605,-0.723,-0.398
246.312,0.531,-0.77,-0.383
246.345,0.461,-0.832,-0.355
246.378,0.41,-0.836,-0.375
246.411,0.309,-0.836,-0.391
246.444,0.27,-0.836,-0.34
246.477,0.246,-0.844,-0.328
246.51,0.281,-0.875,-0.344
246.543,0.234,-0.813,-0.371
246.576,0.172,-0.902,-0.398
246.609,0.211,-0.91,-0.418
246.642,0.254,-0.973,-0.434
246.675,0.176,-0.988,-0.453
246.708,0.102,-0.977,-0.422
246.741,0.059,-0.934,-0.395
246.774,0.012,-0.949,-0.336
246.807,-0.023,-0.891,-0.273
246.84,-0.039,-0.918,-0.262
246.873,-0.074,-0.898,-0.262
246.906,-0.117,-0.891,-0.266
246.939,-0.215,-0.938,-0.25
246.972,-0.188,-0.949,-0.211
247.005,-0.199,-0.969,-0.199
247.038,-0.195,-0.93,-0.211
247.071,-0.145,-0.93,-0.23
247.104,-0.168,-0.926,-0.277
247.137,-0.141,-0.914,-0.258
247.17,-0.207,-0.91,-0.266
247.203,-0.195,-0.918,-0.273
247.236,-0.18,-0.93,-0.25
247.269,-0.215,-0.953,-0.246
247.302,-0.086,-1.004,-0.25
247.335,-0.164,-0.973,-0.234
247.368,-0.164,-0.984,-0.219
247.401,-0.121,-0.941,-0.207
247.434,-0.012,-0.965,-0.27
247.467,-0.098,-0.949,-0.359
247.5,-0.063,-1.047,-0.246
247.533,0.039,-1.172,-0.027
247.566,-0.324,-1,-0.082
247.599,-0.531,-0.766,-0.348
247.632,-0.34,-0.996,-0.395
247.665,0.297,-1.09,-0.074
247.698,-0.211,-0.816,-0.199
247.731,-0.066,-0.945,-0.215
247.764,-0.113,-1.012,-0.141
247.797,-0.004,-1.051,-0.023
247.83,-0.164,-0.992,-0.133
247.863,-0.242,-0.918,-0.363
247.896,0.043,-1.012,-0.273
247.929,0.031,-0.992,-0.176
247.962,-0.082,-1,-0.168
247.995,-0.129,-0.957,-0.184
248.028,0,-0.961,-0.129
248.061,-0.16,-1.023,-0.203
248.094,-0.102,-0.914,-0.348
248.127,-0.012,-0.988,-0.172
248.16,-0.055,-1.016,-0.012
248.193,-0.207,-0.887,0.012
248.226,-0.148,-0.754,-0.238
248.259,0.023,-1.094,-0.227
248.292,0.09,-1.051,-0.184
248.325,-0.051,-1.023,-0.188
248.358,-0.066,-1.098,-0.113
248.391,-0.02,-0.965,-0.09
248.424,-0.031,-0.922,-0.203
248.457,0.023,-0.984,-0.203
248.49,-0.063,-1.016,-0.156
248.523,-0.027,-0.988,-0.207
248.556,0.086,-1.02,-0.285
248.589,0.02,-1.008,-0.27
248.622,-0.004,-1.027,-0.16
248.655,-0.039,-0.984,-0.195
248.688,0.051,-0.965,-0.203
248.721,-0.012,-0.926,-0.203
248.754,-0.027,-0.949,-0.188
248.787,-0.117,-0.961,-0.156
248.82,-0.145,-0.961,-0.176
248.853,-0.188,-0.977,-0.164
248.886,-0.172,-0.977,-0.164
248.919,-0.195,-0.949,-0.129
248.952,-0.164,-0.934,-0.063
248.985,-0.141,-0.945,-0.07
249.018,-0.129,-0.898,-0.145
249.051,-0.117,-0.902,-0.109
249.084,-0.137,-0.914,-0.152
249.117,-0.141,-0.914,-0.215
249.15,-0.176,-0.93,-0.164
249.183,-0.207,-0.934,-0.152
249.216,-0.137,-0.859,-0.219
249.249,-0.199,-0.891,-0.211
249.282,-0.039,-0.984,-0.133
249.315,0.016,-1.02,-0.129
249.348,0.156,-1.047,-0.191
249.381,0.164,-1.074,-0.055
249.414,0.199,-1.066,-0.113
249.447,0.059,-1.004,-0.121
249.48,0.004,-1.074,-0.152
249.513,-0.094,-1.066,-0.207
249.546,-0.082,-1.109,-0.223
249.579,-0.07,-1.148,-0.16
249.612,-0.031,-1.133,-0.203
249.645,-0.016,-1.098,-0.316
249.678,0.137,-0.957,-0.438
249.711,0.113,-0.855,-0.367
249.744,0.039,-0.852,-0.379
249.777,0.789,-1.02,-0.625
249.81,-1.227,-0.707,-0.664
249.843,-0.5,0.563,0.727
249.876,0.695,-2.422,0.449
249.909,0.387,-0.289,-0.219
249.942,-0.344,-1.211,-0.355
249.975,-0.348,-1.117,-0.215
250.008,-0.137,-0.988,-0.352
250.041,-0.215,-0.922,-0.484
250.074,0.152,-0.922,-0.426
250.107,0.5,-0.832,-0.336
250.14,0.254,-0.844,-0.457
250.173,0.086,-0.813,-0.617
250.206,0.234,-0.719,-0.609
250.239,0.199,-0.645,-0.492
250.272,-0.047,-0.578,-0.566
250.305,0.223,-0.59,-0.59
250.338,0.234,-0.598,-0.586
250.371,0.188,-0.73,-0.652
250.404,0.148,-0.836,-0.742
250.437,0.137,-0.676,-0.777
250.47,0.305,-0.66,-0.84
250.503,0.223,-0.691,-0.848
250.536,0.277,-0.797,-0.852
250.569,0.129,-0.777,-0.848
250.602,0.215,-0.605,-0.871
250.635,0.309,-0.59,-0.887
250.668,0.176,-0.668,-0.902
250.701,0.258,-0.555,-0.805
250.734,0.223,-0.66,-0.805
250.767,0.176,-0.59,-0.84
250.8,0.207,-0.469,-0.816
250.833,0.238,-0.539,-0.801
250.866,0.211,-0.387,-0.828
250.899,0.145,-0.496,-0.891
250.932,0.195,-0.555,-0.781
250.965,0.328,-0.512,-0.746
250.998,0.078,-0.406,-0.809
251.031,-0.004,-0.387,-0.785
251.064,0.207,-0.43,-0.84
251.097,0.238,-0.281,-0.871
251.13,0.145,-0.324,-0.852
251.163,0.172,-0.355,-0.82
251.196,0.328,-0.301,-0.93
251.229,0.285,-0.18,-0.938
251.262,0.207,-0.27,-0.855
251.295,0.195,-0.09,-0.996
251.328,0.234,0.008,-1.063
251.361,0.203,-0.109,-1.141
251.394,0.273,-0.027,-1.184
251.427,0.332,0.023,-1.195
251.46,0.297,0.043,-1.105
251.493,0.367,0.102,-0.934
251.526,0.531,0.012,-0.766
251.559,0.504,0.047,-0.859
251.592,0.512,0.105,-0.914
251.625,0.426,0.195,-0.953
251.658,0.488,0.219,-0.934
251.691,0.609,0.148,-0.855
251.724,0.602,0.125,-0.832
251.757,0.457,0.113,-0.863
251.79,0.625,0.207,-0.766
251.823,-0.066,0.305,-1.316
251.856,0.906,0.715,-0.602
251.889,0.836,0.094,-0.766
251.922,0.758,0.258,-0.797
251.955,0.895,0.246,-0.879
251.988,0.809,0.219,-0.992
252.021,0.457,0.305,-0.953
252.054,0.496,0.281,-1.109
252.087,0.5,0.242,-1.031
252.12,0.359,0.328,-0.848
252.153,0.332,0.023,-0.621
252.186,0.75,0.016,-0.844
252.219,0.5,0.25,-0.75
252.252,0.336,0.246,-0.801
252.285,0.516,0.195,-0.664
252.318,0.566,0.129,-0.68
252.351,0.543,0.094,-0.676
252.384,0.594,0.129,-0.66
252.417,0.586,0.109,-0.664
252.45,0.754,0.172,-0.523
252.483,0.91,0.238,-0.445
252.516,0.734,0.285,-0.438
252.549,0.809,0.313,-0.348
252.582,0.793,0.344,-0.348
252.615,0.813,0.258,-0.324
252.648,0.941,0.289,-0.266
252.681,0.922,0.371,-0.238
252.714,0.941,0.273,-0.332
252.747,0.934,0.199,-0.328
252.78,0.875,0.215,-0.293
252.813,0.945,0.156,-0.188
252.846,0.992,0.121,-0.109
252.879,1.141,0.195,-0.035
252.912,0.688,0.141,-0.18
252.945,0.75,0.164,-0.199
252.978,0.852,0.223,-0.188
253.011,0.996,0.211,-0.141
253.044,0.922,0.238,-0.184
253.077,0.84,0.273,-0.273
253.11,0.906,0.238,-0.195
253.143,0.805,0.23,-0.191
253.176,1.09,0.402,-0.145
253.209,1.188,0.277,-0.078
253.242,0.867,0.332,-0.082
253.275,0.875,0.133,-0.063
253.308,0.949,0.406,0.012
253.341,1.074,0.371,0.012
253.374,0.824,0.215,-0.145
253.407,1.031,0.309,-0.137
253.44,0.91,0.371,0.031
253.473,0.715,0.223,-0.195
253.506,0.973,0.43,0.109
253.539,0.992,0.438,0.055
253.572,0.992,0.48,-0.063
253.605,0.957,0.402,0.047
253.638,0.832,0.371,-0.051
253.671,0.961,0.418,-0.105
253.704,0.871,0.395,-0.148
253.737,0.961,0.387,-0.055
253.77,0.918,0.355,-0.137
253.803,0.855,0.262,-0.219
253.836,0.887,0.387,-0.23
253.869,0.949,0.313,-0.289
253.902,0.879,0.344,-0.246
253.935,0.816,0.281,-0.246
253.968,0.793,0.379,-0.313
254.001,0.832,0.301,-0.359
254.034,0.855,0.359,-0.367
254.067,0.828,0.352,-0.328
254.1,0.867,0.32,-0.344
254.133,0.844,0.336,-0.379
254.166,0.82,0.348,-0.344
254.199,0.883,0.375,-0.328
254.232,0.855,0.34,-0.348
254.265,0.797,0.379,-0.363
254.298,0.844,0.379,-0.355
254.331,0.836,0.395,-0.355
254.364,0.855,0.359,-0.367
254.397,0.789,0.41,-0.375
254.43,0.805,0.422,-0.348
254.463,0.781,0.461,-0.363
254.496,0.84,0.41,-0.367
254.529,0.809,0.402,-0.402
254.562,0.77,0.445,-0.344
254.595,0.816,0.48,-0.332
254.628,0.773,0.492,-0.352
254.661,0.793,0.469,-0.367
254.694,0.766,0.438,-0.371
254.727,0.793,0.457,-0.367
254.76,0.797,0.488,-0.348
254.793,0.754,0.512,-0.355
254.826,0.754,0.512,-0.344
254.859,0.699,0.469,-0.359
254.892,0.676,0.512,-0.328
254.925,0.738,0.57,-0.285
254.958,0.75,0.547,-0.328
254.991,0.617,0.453,-0.383
255.024,0.453,0.422,-0.348
255.057,0.652,0.563,-0.18
255.09,0.949,0.574,0.109
255.123,1.066,0.547,0.145
255.156,0.988,0.32,0.242
255.189,0.777,0.367,0.254
255.222,0.934,0.273,0.398
255.255,0.613,-0.316,0.422
255.288,1.129,0.73,0.395
255.321,0.934,0.195,0.445
255.354,0.824,0.324,0.484
255.387,0.813,0.305,0.523
255.42,0.797,0.273,0.527
255.453,0.773,0.258,0.566
255.486,0.758,0.309,0.543
255.519,0.602,0.266,0.477
255.552,0.719,0.293,0.59
255.585,0.668,0.246,0.645
255.618,0.719,0.203,0.766
255.651,0.715,0.184,0.883
255.684,0.609,0.289,0.82
255.717,0.609,0.176,0.766
255.75,0.602,0.215,0.773
255.783,0.629,0.219,0.773
255.816,0.676,0.27,0.813
255.849,0.605,0.258,0.664
