Time_s,X,Y,Z
58.113,0.355,-0.023,-0.918
58.146,0.43,-0.043,-0.898
58.179,0.488,-0.063,-0.875
58.212,0.516,-0.07,-0.871
58.245,0.48,-0.059,-0.887
58.278,0.449,-0.055,-0.887
58.311,0.457,-0.051,-0.887
58.344,0.465,-0.051,-0.891
58.377,0.469,-0.051,-0.887
58.41,0.484,-0.055,-0.887
58.443,0.492,-0.047,-0.883
58.476,0.465,-0.051,-0.887
58.509,0.461,-0.051,-0.887
58.542,0.469,-0.059,-0.891
58.575,0.465,-0.059,-0.887
58.608,0.461,-0.055,-0.891
58.641,0.473,-0.055,-0.887
58.674,0.465,-0.051,-0.887
58.707,0.457,-0.059,-0.891
58.74,0.461,-0.063,-0.891
58.773,0.457,-0.059,-0.891
58.806,0.461,-0.055,-0.887
58.839,0.473,-0.059,-0.887
58.872,0.465,-0.055,-0.891
58.905,0.461,-0.055,-0.891
58.938,0.465,-0.043,-0.891
58.971,0.461,-0.055,-0.891
59.004,0.453,-0.055,-0.891
59.037,0.445,-0.055,-0.902
59.07,0.445,-0.051,-0.895
59.103,0.465,-0.063,-0.895
59.136,0.441,-0.063,-0.895
59.169,0.434,-0.063,-0.902
59.202,0.434,-0.043,-0.902
59.235,0.461,-0.039,-0.891
59.268,0.469,-0.055,-0.883
59.301,0.473,-0.094,-0.895
59.334,0.438,-0.109,-0.91
59.367,0.398,-0.074,-0.914
59.4,0.402,-0.066,-0.902
59.433,0.48,-0.059,-0.898
59.466,0.508,-0.074,-0.887
59.499,0.469,-0.078,-0.895
59.532,0.41,-0.07,-0.906
59.565,0.402,-0.07,-0.914
59.598,0.438,-0.086,-0.902
59.631,0.457,-0.07,-0.895
59.664,0.449,-0.078,-0.898
59.697,0.422,-0.078,-0.906
59.73,0.422,-0.078,-0.91
59.763,0.434,-0.074,-0.902
59.796,0.445,-0.078,-0.902
59.829,0.43,-0.078,-0.91
59.862,0.414,-0.078,-0.914
59.895,0.43,-0.078,-0.91
59.928,0.434,-0.063,-0.91
59.961,0.422,-0.082,-0.91
59.994,0.418,-0.07,-0.91
60.027,0.434,-0.074,-0.91
60.06,0.43,-0.086,-0.91
60.093,0.41,-0.082,-0.914
60.126,0.395,-0.086,-0.922
60.159,0.391,-0.066,-0.918
60.192,0.383,-0.063,-0.918
60.225,0.398,-0.09,-0.918
60.258,0.422,-0.086,-0.914
60.291,0.41,-0.07,-0.914
60.324,0.395,-0.07,-0.918
60.357,0.391,-0.063,-0.914
60.39,0.422,-0.09,-0.91
60.423,0.449,-0.074,-0.91
60.456,0.422,-0.066,-0.914
60.489,0.402,-0.063,-0.914
60.522,0.406,-0.07,-0.918
60.555,0.414,-0.07,-0.91
60.588,0.426,-0.063,-0.906
60.621,0.426,-0.074,-0.914
60.654,0.41,-0.082,-0.918
60.687,0.398,-0.066,-0.914
60.72,0.406,-0.066,-0.914
60.753,0.398,-0.078,-0.918
60.786,0.402,-0.066,-0.918
60.819,0.406,-0.082,-0.914
60.852,0.418,-0.07,-0.914
60.885,0.41,-0.066,-0.918
60.918,0.418,-0.059,-0.914
60.951,0.426,-0.066,-0.91
60.984,0.422,-0.074,-0.918
61.017,0.406,-0.07,-0.918
61.05,0.398,-0.07,-0.918
61.083,0.41,-0.078,-0.914
61.116,0.402,-0.07,-0.914
61.149,0.395,-0.078,-0.914
61.182,0.398,-0.063,-0.918
61.215,0.402,-0.07,-0.914
61.248,0.402,-0.074,-0.918
61.281,0.418,-0.074,-0.914
61.314,0.438,-0.063,-0.906
61.347,0.426,-0.066,-0.914
61.38,0.395,-0.078,-0.922
61.413,0.391,-0.055,-0.918
61.446,0.402,-0.07,-0.914
61.479,0.418,-0.074,-0.918
61.512,0.406,-0.07,-0.914
61.545,0.402,-0.066,-0.914
61.578,0.406,-0.066,-0.914
61.611,0.402,-0.063,-0.914
61.644,0.406,-0.074,-0.914
61.677,0.398,-0.074,-0.914
61.71,0.398,-0.07,-0.914
61.743,0.402,-0.066,-0.918
61.776,0.406,-0.066,-0.918
61.809,0.406,-0.07,-0.918
61.842,0.41,-0.059,-0.914
61.875,0.434,-0.059,-0.91
61.908,0.449,-0.09,-0.906
61.941,0.414,-0.102,-0.918
61.974,0.246,0.105,-0.895
62.007,0.363,-0.168,-0.957
62.04,0.32,-0.012,-0.926
62.073,0.453,-0.063,-0.895
62.106,0.52,-0.105,-0.887
62.139,0.457,-0.066,-0.898
62.172,0.414,-0.055,-0.91
62.205,0.41,-0.059,-0.91
62.238,0.426,-0.07,-0.914
62.271,0.422,-0.059,-0.906
62.304,0.43,-0.051,-0.906
62.337,0.438,-0.051,-0.902
62.37,0.453,-0.063,-0.898
62.403,0.445,-0.059,-0.902
62.436,0.414,-0.051,-0.914
62.469,0.418,-0.055,-0.91
62.502,0.441,-0.051,-0.91
62.535,0.445,-0.066,-0.902
62.568,0.438,-0.066,-0.902
62.601,0.434,-0.059,-0.906
62.634,0.434,-0.047,-0.902
62.667,0.434,-0.059,-0.906
62.7,0.449,-0.082,-0.898
62.733,0.453,-0.078,-0.891
62.766,0.441,-0.059,-0.898
62.799,0.438,-0.066,-0.902
62.832,0.438,-0.063,-0.902
62.865,0.441,-0.059,-0.902
62.898,0.449,-0.059,-0.898
62.931,0.461,-0.059,-0.902
62.964,0.445,-0.063,-0.891
62.997,0.43,-0.059,-0.906
63.03,0.406,-0.086,-0.91
63.063,0.395,-0.078,-0.918
63.096,0.406,-0.055,-0.91
63.129,0.453,-0.051,-0.898
63.162,0.488,-0.047,-0.887
63.195,0.492,-0.051,-0.883
63.228,0.473,-0.059,-0.887
63.261,0.445,-0.059,-0.895
63.294,0.438,-0.055,-0.898
63.327,0.438,-0.066,-0.898
63.36,0.457,-0.066,-0.891
63.393,0.457,-0.059,-0.898
63.426,0.449,-0.07,-0.922
63.459,0.422,-0.07,-0.906
63.492,0.477,-0.039,-0.875
63.525,0.527,-0.117,-0.887
63.558,0.469,-0.027,-0.883
63.591,0.461,-0.047,-0.887
63.624,0.465,-0.055,-0.887
63.657,0.48,-0.039,-0.887
63.69,0.492,-0.047,-0.875
63.723,0.5,-0.055,-0.879
63.756,0.488,-0.059,-0.879
63.789,0.449,-0.047,-0.895
63.822,0.43,-0.047,-0.895
63.855,0.465,-0.051,-0.891
63.888,0.5,-0.051,-0.883
63.921,0.48,-0.063,-0.879
63.954,0.465,-0.055,-0.887
63.987,0.453,-0.043,-0.891
64.02,0.465,-0.047,-0.887
64.053,0.469,-0.055,-0.887
64.086,0.461,-0.063,-0.887
64.119,0.469,-0.07,-0.887
64.152,0.469,-0.063,-0.887
64.185,0.434,-0.059,-0.891
64.218,0.441,-0.039,-0.832
64.251,0.477,-0.039,-0.859
64.284,0.48,-0.074,-0.91
64.317,0.445,-0.059,-0.891
64.35,0.453,-0.043,-0.891
64.383,0.465,-0.051,-0.902
64.416,0.461,-0.07,-0.906
64.449,0.469,-0.063,-0.883
64.482,0.484,-0.047,-0.883
64.515,0.477,-0.051,-0.887
64.548,0.465,-0.063,-0.891
64.581,0.453,-0.055,-0.891
64.614,0.461,-0.059,-0.887
64.647,0.473,-0.066,-0.883
64.68,0.457,-0.074,-0.895
64.713,0.43,-0.063,-0.902
64.746,0.445,-0.051,-0.895
64.779,0.473,-0.059,-0.887
64.812,0.492,-0.059,-0.875
64.845,0.461,-0.059,-0.887
64.878,0.453,-0.051,-0.898
64.911,0.453,-0.047,-0.895
64.944,0.465,-0.055,-0.891
64.977,0.461,-0.055,-0.891
65.01,0.441,-0.078,-0.891
65.043,0.441,-0.098,-0.906
65.076,0.438,-0.07,-0.898
65.109,0.449,-0.051,-0.898
65.142,0.461,-0.039,-0.898
65.175,0.477,-0.043,-0.883
65.208,0.496,-0.063,-0.879
65.241,0.477,-0.07,-0.887
65.274,0.438,-0.059,-0.902
65.307,0.43,-0.059,-0.902
65.34,0.434,-0.078,-0.906
65.373,0.441,-0.063,-0.906
65.406,0.438,-0.055,-0.898
65.439,0.461,-0.051,-0.895
65.472,0.496,-0.055,-0.883
65.505,0.5,-0.051,-0.871
65.538,0.477,-0.051,-0.883
65.571,0.449,-0.063,-0.891
65.604,0.445,-0.055,-0.898
65.637,0.465,-0.051,-0.895
65.67,0.469,-0.063,-0.891
65.703,0.461,-0.063,-0.887
65.736,0.453,-0.066,-0.891
65.769,0.441,-0.078,-0.902
65.802,0.465,-0.051,-0.891
65.835,0.496,-0.027,-0.871
65.868,0.488,-0.012,-0.863
65.901,0.469,-0.09,-0.891
65.934,0.434,-0.07,-0.906
65.967,0.402,-0.051,-0.91
66,0.453,-0.059,-0.895
66.033,0.473,-0.063,-0.887
66.066,0.477,-0.055,-0.887
66.099,0.457,-0.059,-0.887
66.132,0.465,-0.07,-0.887
66.165,0.461,-0.059,-0.891
66.198,0.457,-0.055,-0.891
66.231,0.465,-0.055,-0.887
66.264,0.465,-0.063,-0.887
66.297,0.449,-0.055,-0.891
66.33,0.457,-0.059,-0.891
66.363,0.461,-0.047,-0.887
66.396,0.461,-0.055,-0.895
66.429,0.465,-0.063,-0.895
66.462,0.465,-0.059,-0.887
66.495,0.465,-0.051,-0.887
66.528,0.484,-0.055,-0.887
66.561,0.469,-0.059,-0.887
66.594,0.449,-0.059,-0.898
66.627,0.453,-0.063,-0.891
66.66,0.453,-0.059,-0.895
66.693,0.445,-0.055,-0.891
66.726,0.465,-0.059,-0.902
66.759,0.441,-0.047,-0.891
66.792,0.461,-0.047,-0.887
66.825,0.492,-0.059,-0.883
66.858,0.484,-0.063,-0.891
66.891,0.441,-0.051,-0.898
66.924,0.422,-0.055,-0.902
66.957,0.445,-0.066,-0.895
66.99,0.461,-0.059,-0.891
67.023,0.48,-0.055,-0.883
67.056,0.469,-0.055,-0.887
67.089,0.453,-0.059,-0.895
67.122,0.453,-0.055,-0.891
67.155,0.445,-0.066,-0.895
67.188,0.441,-0.063,-0.898
67.221,0.438,-0.059,-0.898
67.254,0.457,-0.047,-0.891
67.287,0.469,-0.051,-0.887
67.32,0.469,-0.063,-0.891
67.353,0.457,-0.051,-0.895
67.386,0.434,-0.063,-0.902
67.419,0.441,-0.059,-0.898
67.452,0.461,-0.051,-0.895
67.485,0.461,-0.047,-0.891
67.518,0.461,-0.051,-0.891
67.551,0.465,-0.066,-0.891
67.584,0.453,-0.066,-0.898
67.617,0.438,-0.055,-0.906
67.65,0.445,-0.055,-0.895
67.683,0.461,-0.051,-0.891
67.716,0.477,-0.059,-0.887
67.749,0.465,-0.063,-0.895
67.782,0.438,-0.055,-0.898
67.815,0.449,-0.055,-0.898
67.848,0.465,-0.047,-0.895
67.881,0.461,-0.059,-0.895
67.914,0.453,-0.059,-0.891
67.947,0.453,-0.055,-0.891
67.98,0.457,-0.055,-0.895
68.013,0.453,-0.059,-0.891
68.046,0.457,-0.055,-0.895
68.079,0.457,-0.059,-0.898
68.112,0.457,-0.059,-0.891
68.145,0.449,-0.055,-0.898
68.178,0.457,-0.055,-0.895
68.211,0.457,-0.059,-0.895
68.244,0.457,-0.059,-0.895
68.277,0.461,-0.063,-0.891
68.31,0.457,-0.055,-0.895
68.343,0.449,-0.055,-0.895
68.376,0.441,-0.059,-0.898
68.409,0.453,-0.055,-0.898
68.442,0.473,-0.055,-0.891
68.475,0.469,-0.063,-0.895
68.508,0.453,-0.051,-0.891
68.541,0.441,-0.059,-0.898
68.574,0.453,-0.063,-0.895
68.607,0.461,-0.055,-0.895
68.64,0.441,-0.063,-0.902
68.673,0.43,-0.059,-0.906
68.706,0.445,-0.055,-0.898
68.739,0.484,-0.059,-0.887
68.772,0.492,-0.055,-0.879
68.805,0.457,-0.055,-0.895
68.838,0.434,-0.051,-0.91
68.871,0.43,-0.063,-0.902
68.904,0.438,-0.07,-0.898
68.937,0.445,-0.051,-0.898
68.97,0.465,-0.051,-0.887
69.003,0.48,-0.051,-0.887
69.036,0.469,-0.063,-0.887
69.069,0.438,-0.066,-0.898
69.102,0.426,-0.063,-0.906
69.135,0.438,-0.055,-0.902
69.168,0.449,-0.047,-0.891
69.201,0.465,-0.051,-0.887
69.234,0.473,-0.055,-0.887
69.267,0.465,-0.063,-0.895
69.3,0.445,-0.066,-0.902
69.333,0.43,-0.059,-0.91
69.366,0.422,-0.051,-0.91
69.399,0.445,-0.055,-0.895
69.432,0.48,-0.055,-0.887
69.465,0.484,-0.059,-0.887
69.498,0.449,-0.059,-0.906
69.531,0.418,-0.055,-0.902
69.564,0.438,-0.063,-0.898
69.597,0.461,-0.055,-0.895
69.63,0.461,-0.059,-0.891
69.663,0.473,-0.055,-0.887
69.696,0.473,-0.055,-0.891
69.729,0.449,-0.059,-0.898
69.762,0.441,-0.07,-0.906
69.795,0.434,-0.055,-0.898
69.828,0.449,-0.043,-0.895
69.861,0.461,-0.043,-0.895
69.894,0.473,-0.055,-0.887
69.927,0.465,-0.066,-0.895
69.96,0.438,-0.063,-0.902
69.993,0.418,-0.051,-0.91
70.026,0.438,-0.047,-0.902
70.059,0.477,-0.063,-0.883
70.092,0.496,-0.055,-0.883
70.125,0.453,-0.055,-0.891
70.158,0.43,-0.059,-0.902
70.191,0.426,-0.055,-0.91
70.224,0.457,-0.07,-0.898
70.257,0.457,-0.066,-0.895
70.29,0.449,-0.055,-0.891
70.323,0.461,-0.043,-0.895
70.356,0.461,-0.051,-0.887
70.389,0.457,-0.066,-0.895
70.422,0.441,-0.063,-0.902
70.455,0.441,-0.066,-0.902
70.488,0.434,-0.051,-0.902
70.521,0.434,-0.051,-0.902
70.554,0.465,-0.063,-0.891
70.587,0.48,-0.059,-0.887
70.62,0.453,-0.059,-0.895
70.653,0.434,-0.059,-0.902
70.686,0.438,-0.059,-0.898
70.719,0.453,-0.059,-0.891
70.752,0.441,-0.059,-0.898
70.785,0.441,-0.055,-0.898
70.818,0.465,-0.059,-0.891
70.851,0.457,-0.063,-0.898
70.884,0.449,-0.055,-0.902
70.917,0.441,-0.051,-0.906
70.95,0.449,-0.055,-0.898
70.983,0.449,-0.059,-0.898
71.016,0.453,-0.063,-0.891
71.049,0.449,-0.063,-0.895
71.082,0.445,-0.055,-0.902
71.115,0.438,-0.051,-0.898
71.148,0.449,-0.055,-0.895
71.181,0.453,-0.063,-0.898
71.214,0.457,-0.063,-0.895
71.247,0.453,-0.055,-0.898
71.28,0.441,-0.055,-0.895
71.313,0.457,-0.043,-0.902
71.346,0.457,-0.055,-0.902
71.379,0.441,-0.055,-0.906
71.412,0.445,-0.059,-0.902
71.445,0.453,-0.059,-0.891
71.478,0.441,-0.055,-0.902
71.511,0.445,-0.055,-0.902
71.544,0.461,-0.059,-0.891
71.577,0.465,-0.059,-0.891
71.61,0.457,-0.055,-0.906
71.643,0.434,-0.051,-0.902
71.676,0.445,-0.059,-0.898
71.709,0.461,-0.066,-0.895
71.742,0.461,-0.059,-0.891
71.775,0.453,-0.055,-0.902
71.808,0.441,-0.047,-0.902
71.841,0.457,-0.066,-0.898
71.874,0.445,-0.047,-0.902
71.907,0.441,-0.043,-0.898
71.94,0.465,-0.082,-0.895
71.973,0.453,-0.059,-0.895
72.006,0.438,-0.051,-0.906
72.039,0.441,-0.063,-0.902
72.072,0.449,-0.051,-0.891
72.105,0.461,-0.055,-0.895
72.138,0.453,-0.063,-0.898
72.171,0.438,-0.059,-0.895
72.204,0.449,-0.055,-0.895
72.237,0.457,-0.059,-0.898
72.27,0.449,-0.055,-0.895
72.303,0.457,-0.043,-0.895
72.336,0.449,-0.059,-0.898
72.369,0.445,-0.055,-0.906
72.402,0.449,-0.055,-0.895
72.435,0.453,-0.059,-0.895
72.468,0.453,-0.055,-0.898
72.501,0.449,-0.055,-0.898
72.534,0.449,-0.063,-0.895
72.567,0.445,-0.055,-0.906
72.6,0.457,-0.055,-0.891
72.633,0.461,-0.055,-0.887
72.666,0.457,-0.063,-0.902
72.699,0.445,-0.059,-0.902
72.732,0.453,-0.055,-0.895
72.765,0.457,-0.059,-0.891
72.798,0.461,-0.047,-0.898
72.831,0.449,-0.055,-0.895
72.864,0.445,-0.063,-0.895
72.897,0.453,-0.063,-0.898
72.93,0.457,-0.055,-0.895
72.963,0.453,-0.051,-0.891
72.996,0.449,-0.055,-0.895
73.029,0.449,-0.063,-0.891
73.062,0.453,-0.063,-0.895
73.095,0.445,-0.059,-0.898
73.128,0.449,-0.055,-0.898
73.161,0.453,-0.055,-0.902
73.194,0.453,-0.059,-0.891
73.227,0.453,-0.059,-0.895
73.26,0.449,-0.055,-0.898
73.293,0.453,-0.043,-0.902
73.326,0.461,-0.059,-0.898
73.359,0.453,-0.055,-0.898
73.392,0.445,-0.055,-0.895
73.425,0.449,-0.063,-0.891
73.458,0.457,-0.059,-0.898
73.491,0.453,-0.055,-0.895
73.524,0.453,-0.055,-0.902
73.557,0.453,-0.059,-0.895
73.59,0.453,-0.055,-0.898
73.623,0.449,-0.055,-0.895
73.656,0.445,-0.055,-0.895
73.689,0.453,-0.059,-0.895
73.722,0.453,-0.055,-0.895
73.755,0.445,-0.055,-0.898
73.788,0.457,-0.051,-0.895
73.821,0.453,-0.047,-0.902
73.854,0.445,-0.059,-0.902
73.887,0.453,-0.059,-0.898
73.92,0.457,-0.055,-0.898
73.953,0.445,-0.059,-0.895
73.986,0.453,-0.055,-0.891
74.019,0.457,-0.055,-0.891
74.052,0.445,-0.055,-0.902
74.085,0.449,-0.059,-0.898
74.118,0.453,-0.059,-0.898
74.151,0.445,-0.051,-0.895
74.184,0.453,-0.055,-0.895
74.217,0.457,-0.059,-0.895
74.25,0.449,-0.055,-0.898
74.283,0.449,-0.043,-0.902
74.316,0.449,-0.059,-0.898
74.349,0.461,-0.059,-0.895
74.382,0.445,-0.055,-0.898
74.415,0.438,-0.055,-0.895
74.448,0.449,-0.055,-0.895
74.481,0.449,-0.059,-0.895
74.514,0.453,-0.063,-0.902
74.547,0.453,-0.063,-0.895
74.58,0.449,-0.059,-0.898
74.613,0.449,-0.063,-0.898
74.646,0.449,-0.059,-0.902
74.679,0.449,-0.055,-0.891
74.712,0.453,-0.055,-0.898
74.745,0.453,-0.059,-0.902
74.778,0.453,-0.051,-0.895
74.811,0.453,-0.055,-0.895
74.844,0.445,-0.055,-0.895
74.877,0.453,-0.055,-0.898
74.91,0.461,-0.059,-0.895
74.943,0.453,-0.059,-0.902
74.976,0.441,-0.055,-0.902
75.009,0.445,-0.051,-0.898
75.042,0.449,-0.055,-0.891
75.075,0.457,-0.059,-0.895
75.108,0.449,-0.063,-0.902
75.141,0.441,-0.055,-0.895
75.174,0.445,-0.055,-0.902
75.207,0.449,-0.059,-0.895
75.24,0.461,-0.063,-0.895
75.273,0.453,-0.043,-0.891
75.306,0.453,-0.059,-0.895
75.339,0.453,-0.055,-0.902
75.372,0.449,-0.051,-0.895
75.405,0.445,-0.055,-0.902
75.438,0.453,-0.055,-0.895
75.471,0.453,-0.055,-0.902
75.504,0.449,-0.055,-0.898
75.537,0.441,-0.055,-0.902
75.57,0.441,-0.059,-0.898
75.603,0.453,-0.055,-0.895
75.636,0.453,-0.055,-0.891
75.669,0.457,-0.063,-0.898
75.702,0.434,-0.055,-0.902
75.735,0.441,-0.051,-0.902
75.768,0.461,-0.043,-0.895
75.801,0.461,-0.059,-0.898
75.834,0.445,-0.055,-0.898
75.867,0.438,-0.055,-0.902
75.9,0.449,-0.059,-0.898
75.933,0.461,-0.055,-0.895
75.966,0.453,-0.059,-0.898
75.999,0.449,-0.055,-0.898
76.032,0.453,-0.059,-0.898
76.065,0.453,-0.055,-0.895
76.098,0.449,-0.055,-0.895
76.131,0.453,-0.059,-0.898
76.164,0.449,-0.055,-0.898
76.197,0.445,-0.055,-0.898
76.23,0.449,-0.063,-0.895
76.263,0.453,-0.047,-0.895
76.296,0.449,-0.055,-0.898
76.329,0.457,-0.055,-0.895
76.362,0.445,-0.059,-0.895
76.395,0.441,-0.055,-0.898
76.428,0.453,-0.055,-0.895
76.461,0.457,-0.055,-0.898
76.494,0.449,-0.055,-0.898
76.527,0.457,-0.055,-0.898
76.56,0.453,-0.059,-0.898
76.593,0.453,-0.055,-0.902
76.626,0.445,-0.055,-0.891
76.659,0.453,-0.055,-0.895
76.692,0.453,-0.059,-0.898
76.725,0.461,-0.055,-0.898
76.758,0.457,-0.047,-0.898
76.791,0.453,-0.055,-0.898
76.824,0.457,-0.059,-0.895
76.857,0.449,-0.055,-0.898
76.89,0.445,-0.055,-0.898
76.923,0.445,-0.059,-0.902
76.956,0.441,-0.055,-0.895
76.989,0.449,-0.055,-0.891
77.022,0.445,-0.059,-0.898
77.055,0.453,-0.055,-0.902
77.088,0.445,-0.055,-0.902
77.121,0.449,-0.055,-0.898
77.154,0.453,-0.059,-0.898
77.187,0.453,-0.055,-0.898
77.22,0.453,-0.055,-0.891
77.253,0.457,-0.047,-0.898
77.286,0.449,-0.051,-0.895
77.319,0.453,-0.055,-0.895
77.352,0.449,-0.055,-0.902
77.385,0.445,-0.063,-0.895
77.418,0.441,-0.059,-0.898
77.451,0.449,-0.063,-0.902
77.484,0.449,-0.055,-0.895
77.517,0.453,-0.063,-0.898
77.55,0.453,-0.063,-0.898
77.583,0.449,-0.055,-0.898
77.616,0.461,-0.055,-0.891
77.649,0.461,-0.059,-0.895
77.682,0.441,-0.063,-0.898
77.715,0.43,-0.055,-0.902
77.748,0.449,-0.047,-0.906
77.781,0.449,-0.059,-0.898
77.814,0.438,-0.059,-0.902
77.847,0.434,-0.055,-0.898
77.88,0.449,-0.055,-0.895
77.913,0.453,-0.055,-0.902
77.946,0.449,-0.055,-0.895
77.979,0.457,-0.055,-0.902
78.012,0.449,-0.055,-0.898
78.045,0.438,-0.055,-0.898
78.078,0.445,-0.059,-0.898
78.111,0.438,-0.063,-0.898
78.144,0.445,-0.059,-0.898
78.177,0.438,-0.055,-0.902
78.21,0.449,-0.055,-0.906
78.243,0.453,-0.047,-0.898
78.276,0.449,-0.059,-0.895
78.309,0.445,-0.055,-0.895
78.342,0.445,-0.055,-0.902
78.375,0.441,-0.059,-0.902
78.408,0.445,-0.055,-0.895
78.441,0.453,-0.059,-0.898
78.474,0.449,-0.063,-0.898
78.507,0.445,-0.055,-0.898
78.54,0.453,-0.059,-0.898
78.573,0.445,-0.055,-0.895
78.606,0.453,-0.059,-0.898
78.639,0.457,-0.063,-0.902
78.672,0.441,-0.055,-0.898
78.705,0.434,-0.055,-0.898
78.738,0.449,-0.043,-0.902
78.771,0.441,-0.055,-0.898
78.804,0.445,-0.063,-0.902
78.837,0.441,-0.063,-0.898
78.87,0.449,-0.055,-0.898
78.903,0.445,-0.055,-0.898
78.936,0.438,-0.055,-0.891
78.969,0.445,-0.059,-0.902
79.002,0.449,-0.063,-0.902
79.035,0.445,-0.055,-0.898
79.068,0.441,-0.059,-0.895
79.101,0.438,-0.059,-0.895
79.134,0.449,-0.059,-0.902
79.167,0.449,-0.055,-0.895
79.2,0.453,-0.055,-0.895
79.233,0.453,-0.047,-0.898
79.266,0.441,-0.055,-0.902
79.299,0.445,-0.059,-0.895
79.332,0.449,-0.059,-0.898
79.365,0.445,-0.059,-0.898
79.398,0.445,-0.059,-0.902
79.431,0.449,-0.059,-0.898
79.464,0.449,-0.059,-0.898
79.497,0.441,-0.055,-0.898
79.53,0.453,-0.059,-0.895
79.563,0.457,-0.059,-0.895
79.596,0.438,-0.055,-0.902
79.629,0.453,-0.055,-0.902
79.662,0.453,-0.059,-0.902
79.695,0.445,-0.059,-0.902
79.728,0.445,-0.047,-0.902
79.761,0.445,-0.055,-0.906
79.794,0.457,-0.055,-0.898
79.827,0.449,-0.059,-0.895
79.86,0.445,-0.055,-0.902
79.893,0.445,-0.059,-0.898
79.926,0.445,-0.063,-0.906
79.959,0.449,-0.055,-0.898
79.992,0.445,-0.055,-0.902
80.025,0.449,-0.063,-0.902
80.058,0.445,-0.059,-0.898
80.091,0.449,-0.059,-0.895
80.124,0.449,-0.055,-0.898
80.157,0.441,-0.055,-0.902
80.19,0.449,-0.059,-0.895
80.223,0.449,-0.059,-0.895
80.256,0.449,-0.059,-0.895
80.289,0.449,-0.059,-0.895
80.322,0.449,-0.059,-0.895
80.355,0.449,-0.059,-0.895
80.388,0.449,-0.059,-0.895
80.421,0.449,-0.059,-0.895
80.454,0.449,-0.059,-0.895
80.487,0.449,-0.059,-0.895
80.52,0.449,-0.059,-0.895
80.553,0.449,-0.059,-0.895
80.586,0.449,-0.059,-0.895
80.619,0.449,-0.059,-0.895
80.652,0.449,-0.059,-0.895
80.685,0.449,-0.059,-0.895
80.718,0.449,-0.059,-0.895
80.751,0.449,-0.059,-0.895
80.784,0.449,-0.059,-0.895
80.817,0.449,-0.059,-0.895
80.85,0.449,-0.059,-0.895
80.883,0.449,-0.059,-0.895
80.916,0.449,-0.059,-0.895
80.949,0.449,-0.059,-0.895
80.982,0.449,-0.059,-0.895
81.015,0.449,-0.059,-0.895
81.048,0.449,-0.059,-0.895
81.081,0.449,-0.059,-0.895
81.114,0.449,-0.059,-0.895
81.147,0.449,-0.059,-0.895
81.18,0.449,-0.059,-0.895
81.213,0.449,-0.059,-0.895
81.246,0.449,-0.059,-0.895
81.279,0.449,-0.059,-0.895
81.312,0.449,-0.059,-0.895
81.345,0.449,-0.059,-0.895
81.378,0.449,-0.059,-0.895
81.411,0.449,-0.059,-0.895
81.444,0.449,-0.059,-0.895
81.477,0.449,-0.059,-0.895
81.51,0.449,-0.059,-0.895
81.543,0.449,-0.059,-0.895
81.576,0.449,-0.059,-0.895
81.609,0.449,-0.059,-0.895
81.642,0.449,-0.059,-0.895
81.675,0.449,-0.059,-0.895
81.708,0.449,-0.059,-0.895
81.741,0.449,-0.059,-0.895
81.774,0.449,-0.059,-0.895
81.807,0.449,-0.059,-0.895
81.84,0.449,-0.059,-0.895
81.873,0.449,-0.059,-0.895
81.906,0.449,-0.059,-0.895
81.939,0.449,-0.059,-0.895
81.972,0.449,-0.059,-0.895
82.005,0.449,-0.059,-0.895
82.038,0.449,-0.059,-0.895
82.071,0.449,-0.059,-0.895
82.104,0.449,-0.059,-0.895
82.137,0.449,-0.059,-0.895
82.17,0.449,-0.059,-0.895
82.203,0.449,-0.059,-0.895
82.236,0.449,-0.059,-0.895
82.269,0.449,-0.059,-0.895
82.302,0.449,-0.059,-0.895
82.335,0.449,-0.059,-0.895
82.368,0.449,-0.059,-0.895
82.401,0.449,-0.059,-0.895
82.434,0.449,-0.059,-0.895
82.467,0.449,-0.059,-0.895
82.5,0.449,-0.059,-0.895
82.533,0.449,-0.059,-0.895
82.566,0.449,-0.059,-0.895
82.599,0.449,-0.059,-0.895
82.632,0.449,-0.059,-0.895
82.665,0.449,-0.059,-0.895
82.698,0.449,-0.059,-0.895
82.731,0.449,-0.059,-0.895
82.764,0.449,-0.059,-0.895
82.797,0.449,-0.059,-0.895
82.83,0.449,-0.059,-0.895
82.863,0.449,-0.059,-0.895
82.896,0.449,-0.059,-0.895
82.929,0.449,-0.059,-0.895
82.962,0.449,-0.059,-0.895
82.995,0.449,-0.059,-0.895
83.028,0.449,-0.059,-0.895
83.061,0.449,-0.059,-0.895
83.094,0.449,-0.059,-0.895
83.127,0.449,-0.059,-0.895
83.16,0.449,-0.059,-0.895
83.193,0.184,-0.121,-0.891
83.226,0.371,-0.102,-0.938
83.259,0.543,-0.063,-0.871
83.292,0.516,-0.051,-0.875
83.325,0.449,-0.051,-0.883
83.358,0.418,-0.043,-0.902
83.391,0.445,-0.055,-0.906
83.424,0.457,-0.066,-0.895
83.457,0.449,-0.066,-0.891
83.49,0.453,-0.063,-0.902
83.523,0.441,-0.055,-0.902
83.556,0.438,-0.051,-0.91
83.589,0.445,-0.055,-0.902
83.622,0.457,-0.066,-0.898
83.655,0.445,-0.063,-0.895
83.688,0.434,-0.043,-0.906
83.721,0.434,-0.055,-0.902
