------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.9.2 date format M/d/yyyy at 30 Hz  Filter Normal -----------,,,
Serial Number: MOS2D42160427,,,
Start Time 14:13:00,,,
Start Date 4/20/2023,,,
Epoch Period (hh:mm:ss) 00:00:00,,,
Download Time 14:19:26,,,
Download Date 4/20/2023,,,
Current Memory Address: 0,,,
Current Battery Voltage: 4.17     Mode = 12,,,
--------------------------------------------------,,,
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
14:19.5,0.441,-0.055,-0.898
14:19.6,0.445,-0.063,-0.902
14:19.6,0.441,-0.063,-0.898
14:19.6,0.449,-0.055,-0.898
14:19.7,0.445,-0.055,-0.898
14:19.7,0.438,-0.055,-0.891
14:19.7,0.445,-0.059,-0.902
14:19.8,0.449,-0.063,-0.902
14:19.8,0.445,-0.055,-0.898
14:19.8,0.441,-0.059,-0.895
14:19.9,0.438,-0.059,-0.895
14:19.9,0.449,-0.059,-0.902
14:19.9,0.449,-0.055,-0.895
14:20.0,0.453,-0.055,-0.895
14:20.0,0.453,-0.047,-0.898
14:20.0,0.441,-0.055,-0.902
14:20.1,0.445,-0.059,-0.895
14:20.1,0.449,-0.059,-0.898
14:20.1,0.445,-0.059,-0.898
14:20.2,0.445,-0.059,-0.902
14:20.2,0.449,-0.059,-0.898
14:20.2,0.449,-0.059,-0.898
14:20.3,0.441,-0.055,-0.898
14:20.3,0.453,-0.059,-0.895
14:20.3,0.457,-0.059,-0.895
14:20.4,0.438,-0.055,-0.902
14:20.4,0.453,-0.055,-0.902
14:20.4,0.453,-0.059,-0.902
14:20.5,0.445,-0.059,-0.902
14:20.5,0.445,-0.047,-0.902
14:20.5,0.445,-0.055,-0.906
14:20.6,0.457,-0.055,-0.898
14:20.6,0.449,-0.059,-0.895
14:20.6,0.445,-0.055,-0.902
14:20.7,0.445,-0.059,-0.898
14:20.7,0.445,-0.063,-0.906
14:20.7,0.449,-0.055,-0.898
14:20.8,0.445,-0.055,-0.902
14:20.8,0.449,-0.063,-0.902
14:20.8,0.445,-0.059,-0.898
14:20.9,0.449,-0.059,-0.895
14:20.9,0.449,-0.055,-0.898
14:20.9,0.441,-0.055,-0.902
14:21.0,0.449,-0.059,-0.895
14:21.0,0.449,-0.059,-0.895
14:21.0,0.449,-0.059,-0.895
14:21.1,0.449,-0.059,-0.895
14:21.1,0.449,-0.059,-0.895
14:21.1,0.449,-0.059,-0.895
14:21.2,0.449,-0.059,-0.895
14:21.2,0.449,-0.059,-0.895
14:21.2,0.449,-0.059,-0.895
14:21.3,0.449,-0.059,-0.895
14:21.3,0.449,-0.059,-0.895
14:21.3,0.449,-0.059,-0.895
14:21.4,0.449,-0.059,-0.895
14:21.4,0.449,-0.059,-0.895
14:21.4,0.449,-0.059,-0.895
14:21.5,0.449,-0.059,-0.895
14:21.5,0.449,-0.059,-0.895
14:21.5,0.449,-0.059,-0.895
14:21.6,0.449,-0.059,-0.895
14:21.6,0.449,-0.059,-0.895
14:21.6,0.449,-0.059,-0.895
14:21.7,0.449,-0.059,-0.895
14:21.7,0.449,-0.059,-0.895
14:21.7,0.449,-0.059,-0.895
14:21.8,0.449,-0.059,-0.895
14:21.8,0.449,-0.059,-0.895
14:21.8,0.449,-0.059,-0.895
14:21.9,0.449,-0.059,-0.895
14:21.9,0.449,-0.059,-0.895
14:21.9,0.449,-0.059,-0.895
14:22.0,0.449,-0.059,-0.895
14:22.0,0.449,-0.059,-0.895
14:22.0,0.449,-0.059,-0.895
14:22.1,0.449,-0.059,-0.895
14:22.1,0.449,-0.059,-0.895
14:22.1,0.449,-0.059,-0.895
14:22.2,0.449,-0.059,-0.895
14:22.2,0.449,-0.059,-0.895
14:22.2,0.449,-0.059,-0.895
14:22.3,0.449,-0.059,-0.895
14:22.3,0.449,-0.059,-0.895
14:22.3,0.449,-0.059,-0.895
14:22.4,0.449,-0.059,-0.895
14:22.4,0.449,-0.059,-0.895
14:22.4,0.449,-0.059,-0.895
14:22.5,0.449,-0.059,-0.895
14:22.5,0.449,-0.059,-0.895
14:22.5,0.449,-0.059,-0.895
14:22.6,0.449,-0.059,-0.895
14:22.6,0.449,-0.059,-0.895
14:22.6,0.449,-0.059,-0.895
14:22.7,0.449,-0.059,-0.895
14:22.7,0.449,-0.059,-0.895
14:22.7,0.449,-0.059,-0.895
14:22.8,0.449,-0.059,-0.895
14:22.8,0.449,-0.059,-0.895
14:22.8,0.449,-0.059,-0.895
14:22.9,0.449,-0.059,-0.895
14:22.9,0.449,-0.059,-0.895
14:22.9,0.449,-0.059,-0.895
14:23.0,0.449,-0.059,-0.895
14:23.0,0.449,-0.059,-0.895
14:23.0,0.449,-0.059,-0.895
14:23.1,0.449,-0.059,-0.895
14:23.1,0.449,-0.059,-0.895
14:23.1,0.449,-0.059,-0.895
14:23.2,0.449,-0.059,-0.895
14:23.2,0.449,-0.059,-0.895
14:23.2,0.449,-0.059,-0.895
14:23.3,0.449,-0.059,-0.895
14:23.3,0.449,-0.059,-0.895
14:23.3,0.449,-0.059,-0.895
14:23.4,0.449,-0.059,-0.895
14:23.4,0.449,-0.059,-0.895
14:23.4,0.449,-0.059,-0.895
14:23.5,0.449,-0.059,-0.895
14:23.5,0.449,-0.059,-0.895
14:23.5,0.449,-0.059,-0.895
14:23.6,0.449,-0.059,-0.895
14:23.6,0.449,-0.059,-0.895
14:23.6,0.449,-0.059,-0.895
14:23.7,0.449,-0.059,-0.895
14:23.7,0.449,-0.059,-0.895
14:23.7,0.449,-0.059,-0.895
14:23.8,0.449,-0.059,-0.895
14:23.8,0.449,-0.059,-0.895
14:23.8,0.449,-0.059,-0.895
14:23.9,0.449,-0.059,-0.895
14:23.9,0.449,-0.059,-0.895
14:23.9,0.449,-0.059,-0.895
14:24.0,0.449,-0.059,-0.895
14:24.0,0.184,-0.121,-0.891
14:24.0,0.371,-0.102,-0.938
14:24.1,0.543,-0.063,-0.871
14:24.1,0.516,-0.051,-0.875
14:24.1,0.449,-0.051,-0.883
14:24.2,0.418,-0.043,-0.902
14:24.2,0.445,-0.055,-0.906
14:24.2,0.457,-0.066,-0.895
14:24.3,0.449,-0.066,-0.891
14:24.3,0.453,-0.063,-0.902
14:24.3,0.441,-0.055,-0.902
14:24.4,0.438,-0.051,-0.91
14:24.4,0.445,-0.055,-0.902
14:24.4,0.457,-0.066,-0.898
14:24.5,0.445,-0.063,-0.895
14:24.5,0.434,-0.043,-0.906
14:24.5,0.434,-0.055,-0.902
14:24.6,0.457,-0.063,-0.898
14:24.6,0.438,-0.059,-0.902
14:24.6,0.438,-0.055,-0.906
14:24.7,0.449,-0.055,-0.902
14:24.7,0.449,-0.063,-0.902
14:24.7,0.438,-0.055,-0.906
14:24.8,0.445,-0.051,-0.898
14:24.8,0.461,-0.059,-0.895
14:24.8,0.457,-0.063,-0.891
14:24.9,0.449,-0.055,-0.898
14:24.9,0.453,-0.055,-0.898
14:24.9,0.461,-0.059,-0.895
14:25.0,0.457,-0.059,-0.898
14:25.0,0.449,-0.055,-0.902
14:25.0,0.434,-0.074,-0.91
14:25.1,0.426,-0.066,-0.906
14:25.1,0.457,-0.051,-0.891
14:25.1,0.496,-0.051,-0.887
14:25.2,0.496,-0.051,-0.887
14:25.2,0.457,-0.055,-0.895
14:25.2,0.434,-0.066,-0.91
14:25.3,0.445,-0.055,-0.906
14:25.3,0.461,-0.047,-0.891
14:25.3,0.473,-0.063,-0.891
14:25.4,0.445,-0.059,-0.906
14:25.4,0.445,-0.055,-0.895
14:25.4,0.453,-0.063,-0.898
14:25.5,0.453,-0.051,-0.895
14:25.5,0.469,-0.035,-0.891
14:25.5,0.473,-0.051,-0.887
14:25.6,0.461,-0.055,-0.895
14:25.6,0.461,-0.066,-0.891
14:25.6,0.469,-0.055,-0.895
14:25.7,0.469,-0.043,-0.883
14:25.7,0.48,-0.047,-0.887
14:25.7,0.48,-0.043,-0.887
14:25.8,0.461,-0.063,-0.895
14:25.8,0.453,-0.066,-0.887
14:25.8,0.465,-0.059,-0.887
14:25.9,0.457,-0.047,-0.891
14:25.9,0.465,-0.051,-0.891
14:25.9,0.469,-0.066,-0.891
14:26.0,0.465,-0.051,-0.887
14:26.0,0.496,-0.027,-0.887
14:26.0,0.512,-0.047,-0.871
14:26.1,0.504,-0.055,-0.867
14:26.1,0.488,-0.043,-0.875
14:26.1,0.473,-0.055,-0.879
14:26.2,0.473,-0.059,-0.883
14:26.2,0.473,-0.059,-0.879
14:26.2,0.477,-0.055,-0.883
14:26.3,0.473,-0.055,-0.887
14:26.3,0.473,-0.059,-0.887
14:26.3,0.477,-0.059,-0.883
14:26.4,0.469,-0.059,-0.887
14:26.4,0.477,-0.047,-0.883
14:26.4,0.473,-0.047,-0.887
14:26.5,0.477,-0.063,-0.887
14:26.5,0.492,-0.043,-0.883
14:26.5,0.5,-0.055,-0.875
14:26.6,0.484,-0.055,-0.879
14:26.6,0.484,-0.047,-0.883
14:26.6,0.469,-0.063,-0.887
14:26.7,0.465,-0.059,-0.887
14:26.7,0.461,-0.059,-0.891
14:26.7,0.469,-0.059,-0.887
14:26.8,0.465,-0.055,-0.887
14:26.8,0.473,-0.051,-0.887
14:26.8,0.477,-0.063,-0.887
14:26.9,0.469,-0.059,-0.887
14:26.9,0.469,-0.055,-0.887
14:26.9,0.465,-0.055,-0.887
14:27.0,0.469,-0.055,-0.887
14:27.0,0.473,-0.043,-0.887
14:27.0,0.469,-0.055,-0.887
14:27.1,0.461,-0.059,-0.891
14:27.1,0.465,-0.051,-0.887
14:27.1,0.473,-0.059,-0.887
14:27.2,0.43,-0.07,-0.934
14:27.2,0.188,-0.086,-1.082
14:27.2,-0.254,0.094,-0.883
14:27.3,0.582,0.133,-0.484
14:27.3,1.301,-0.047,0.184
14:27.3,1.762,-0.32,-0.152
14:27.4,0.863,-0.043,-0.473
14:27.4,0.863,-0.199,-0.313
14:27.4,1.133,-0.203,-0.414
14:27.5,0.613,-0.074,-0.625
14:27.5,0.688,0.012,-0.699
14:27.5,0.359,0.145,-0.891
14:27.6,-0.859,0.125,-1.129
14:27.6,-0.25,-0.016,-1.047
14:27.6,0.477,0.031,-0.797
14:27.7,1.109,-0.219,-0.73
14:27.7,0.793,-0.094,-0.68
14:27.7,0.605,-0.086,-0.836
14:27.8,0.438,0.023,-0.898
14:27.8,0.254,-0.043,-0.945
14:27.8,0.301,-0.023,-0.934
14:27.9,0.512,-0.078,-0.879
14:27.9,0.574,-0.063,-0.855
14:27.9,0.508,-0.043,-0.867
14:28.0,0.441,-0.043,-0.891
14:28.0,0.43,-0.043,-0.906
14:28.0,0.453,-0.051,-0.895
14:28.1,0.469,-0.047,-0.887
14:28.1,0.473,-0.047,-0.887
14:28.1,0.469,-0.051,-0.887
14:28.2,0.473,-0.047,-0.887
14:28.2,0.465,-0.047,-0.887
14:28.2,0.461,-0.047,-0.895
14:28.3,0.465,-0.055,-0.891
14:28.3,0.465,-0.055,-0.891
14:28.3,0.457,-0.055,-0.891
14:28.4,0.453,-0.043,-0.895
14:28.4,0.465,-0.039,-0.887
14:28.4,0.48,-0.055,-0.895
14:28.5,0.469,-0.055,-0.887
14:28.5,0.457,-0.035,-0.898
14:28.5,0.457,-0.047,-0.895
14:28.6,0.473,-0.055,-0.887
14:28.6,0.465,-0.055,-0.887
14:28.6,0.457,-0.055,-0.895
14:28.7,0.457,-0.047,-0.891
14:28.7,0.469,-0.043,-0.879
14:28.7,0.473,-0.047,-0.891
14:28.8,0.465,-0.043,-0.891
14:28.8,0.445,-0.043,-0.898
14:28.8,0.449,-0.047,-0.895
14:28.9,0.453,-0.055,-0.898
14:28.9,0.457,-0.051,-0.895
14:28.9,0.457,-0.051,-0.898
14:29.0,0.461,-0.055,-0.891
14:29.0,0.461,-0.043,-0.895
14:29.0,0.453,-0.051,-0.898
14:29.1,0.449,-0.051,-0.898
14:29.1,0.445,-0.055,-0.898
14:29.1,0.453,-0.055,-0.898
14:29.2,0.449,-0.051,-0.895
14:29.2,0.445,-0.051,-0.898
14:29.2,0.453,-0.051,-0.895
14:29.3,0.453,-0.055,-0.895
14:29.3,0.453,-0.055,-0.898
14:29.3,0.449,-0.051,-0.902
14:29.4,0.457,-0.055,-0.898
14:29.4,0.457,-0.055,-0.891
14:29.4,0.453,-0.055,-0.902
14:29.5,0.449,-0.051,-0.902
14:29.5,0.453,-0.043,-0.902
14:29.5,0.457,-0.051,-0.895
14:29.6,0.461,-0.051,-0.891
14:29.6,0.453,-0.047,-0.902
14:29.6,0.449,-0.055,-0.898
14:29.7,0.449,-0.055,-0.898
14:29.7,0.453,-0.051,-0.895
14:29.7,0.449,-0.051,-0.895
14:29.8,0.453,-0.051,-0.898
14:29.8,0.457,-0.051,-0.895
14:29.8,0.453,-0.051,-0.898
14:29.9,0.441,-0.051,-0.895
14:29.9,0.461,-0.051,-0.898
14:29.9,0.453,-0.047,-0.895
14:30.0,0.445,-0.051,-0.895
14:30.0,0.457,-0.043,-0.898
14:30.0,0.457,-0.047,-0.898
14:30.1,0.441,-0.055,-0.902
14:30.1,0.438,-0.051,-0.902
14:30.1,0.453,-0.059,-0.895
14:30.2,0.461,-0.055,-0.898
14:30.2,0.438,-0.047,-0.898
14:30.2,0.449,-0.051,-0.895
14:30.3,0.453,-0.051,-0.895
14:30.3,0.457,-0.047,-0.91
14:30.3,0.453,-0.055,-0.906
14:30.4,0.438,-0.055,-0.898
14:30.4,0.449,-0.051,-0.898
14:30.4,0.449,-0.047,-0.902
14:30.5,0.453,-0.051,-0.895
14:30.5,0.461,-0.047,-0.895
14:30.5,0.441,-0.051,-0.902
14:30.6,0.434,-0.047,-0.902
14:30.6,0.457,-0.051,-0.891
14:30.6,0.465,-0.051,-0.895
14:30.7,0.438,-0.055,-0.902
14:30.7,0.434,-0.047,-0.902
14:30.7,0.453,-0.047,-0.895
14:30.8,0.465,-0.051,-0.891
14:30.8,0.449,-0.051,-0.898
14:30.8,0.438,-0.055,-0.902
14:30.9,0.453,-0.055,-0.895
14:30.9,0.457,-0.051,-0.895
14:30.9,0.453,-0.051,-0.895
14:31.0,0.449,-0.043,-0.898
14:31.0,0.457,-0.047,-0.895
14:31.0,0.457,-0.051,-0.898
14:31.1,0.453,-0.051,-0.898
14:31.1,0.449,-0.051,-0.895
14:31.1,0.453,-0.055,-0.895
14:31.2,0.457,-0.051,-0.898
14:31.2,0.449,-0.047,-0.895
14:31.2,0.457,-0.055,-0.895
14:31.3,0.461,-0.051,-0.895
14:31.3,0.449,-0.051,-0.898
14:31.3,0.438,-0.055,-0.895
14:31.4,0.449,-0.055,-0.902
14:31.4,0.461,-0.051,-0.898
14:31.4,0.453,-0.051,-0.898
14:31.5,0.449,-0.051,-0.898
14:31.5,0.453,-0.043,-0.898
14:31.5,0.449,-0.059,-0.898
14:31.6,0.453,-0.055,-0.898
14:31.6,0.449,-0.055,-0.898
14:31.6,0.457,-0.051,-0.891
14:31.7,0.445,-0.047,-0.891
14:31.7,0.453,-0.051,-0.895
14:31.7,0.457,-0.055,-0.895
14:31.8,0.457,-0.047,-0.895
14:31.8,0.449,-0.055,-0.902
14:31.8,0.449,-0.051,-0.902
14:31.9,0.449,-0.047,-0.895
14:31.9,0.445,-0.051,-0.902
14:31.9,0.453,-0.051,-0.895
14:32.0,0.461,-0.055,-0.895
14:32.0,0.449,-0.039,-0.898
14:32.0,0.441,-0.047,-0.898
14:32.1,0.457,-0.051,-0.895
14:32.1,0.457,-0.051,-0.898
14:32.1,0.457,-0.055,-0.898
14:32.2,0.449,-0.051,-0.895
14:32.2,0.449,-0.043,-0.895
14:32.2,0.438,-0.051,-0.898
14:32.3,0.449,-0.051,-0.902
14:32.3,0.449,-0.051,-0.898
14:32.3,0.445,-0.047,-0.898
14:32.4,0.445,-0.051,-0.906
14:32.4,0.457,-0.055,-0.895
14:32.4,0.453,-0.055,-0.898
14:32.5,0.449,-0.051,-0.902
14:32.5,0.453,-0.043,-0.898
14:32.5,0.434,-0.051,-0.914
14:32.6,0.43,-0.047,-0.898
14:32.6,0.488,-0.035,-0.883
14:32.6,0.5,-0.039,-0.879
14:32.7,0.473,-0.051,-0.887
14:32.7,0.426,-0.063,-0.906
14:32.7,0.402,-0.055,-0.914
14:32.8,0.445,-0.047,-0.895
14:32.8,0.496,-0.055,-0.887
14:32.8,0.469,-0.051,-0.891
14:32.9,0.438,-0.043,-0.906
14:32.9,0.434,-0.047,-0.902
14:32.9,0.461,-0.047,-0.895
14:33.0,0.465,-0.043,-0.891
14:33.0,0.449,-0.039,-0.891
14:33.0,0.461,-0.055,-0.891
14:33.1,0.461,-0.051,-0.898
14:33.1,0.449,-0.047,-0.895
14:33.1,0.445,-0.043,-0.895
14:33.2,0.457,-0.055,-0.895
14:33.2,0.457,-0.055,-0.906
14:33.2,0.441,-0.039,-0.898
14:33.3,0.453,-0.047,-0.895
14:33.3,0.461,-0.051,-0.891
14:33.3,0.469,-0.051,-0.891
14:33.4,0.449,-0.055,-0.898
14:33.4,0.438,-0.051,-0.898
14:33.4,0.457,-0.047,-0.895
14:33.5,0.461,-0.051,-0.891
14:33.5,0.457,-0.043,-0.898
14:33.5,0.449,-0.051,-0.902
14:33.6,0.445,-0.051,-0.902
14:33.6,0.445,-0.047,-0.895
14:33.6,0.453,-0.051,-0.898
14:33.7,0.457,-0.055,-0.895
14:33.7,0.453,-0.051,-0.895
14:33.7,0.449,-0.051,-0.898
14:33.8,0.457,-0.051,-0.895
14:33.8,0.461,-0.043,-0.895
14:33.8,0.453,-0.051,-0.891
14:33.9,0.449,-0.051,-0.895
14:33.9,0.449,-0.051,-0.895
14:33.9,0.453,-0.051,-0.891
14:34.0,0.445,-0.051,-0.902
14:34.0,0.453,-0.039,-0.902
14:34.0,0.453,-0.055,-0.898
14:34.1,0.453,-0.059,-0.875
14:34.1,0.445,-0.047,-0.883
14:34.1,0.449,-0.039,-0.918
14:34.2,0.445,-0.047,-0.902
14:34.2,0.461,-0.055,-0.887
14:34.2,0.453,-0.051,-0.895
14:34.3,0.453,-0.047,-0.91
14:34.3,0.445,-0.055,-0.906
14:34.3,0.422,-0.039,-0.891
14:34.4,0.469,-0.059,-0.887
14:34.4,0.477,-0.051,-0.891
14:34.4,0.434,-0.039,-0.902
14:34.5,0.414,-0.051,-0.91
14:34.5,0.457,-0.035,-0.895
14:34.5,0.48,-0.051,-0.887
14:34.6,0.461,-0.059,-0.898
14:34.6,0.43,-0.055,-0.91
14:34.6,0.438,-0.051,-0.895
14:34.7,0.465,-0.051,-0.891
14:34.7,0.461,-0.047,-0.891
14:34.7,0.441,-0.047,-0.902
14:34.8,0.441,-0.051,-0.895
14:34.8,0.445,-0.051,-0.898
14:34.8,0.453,-0.051,-0.891
14:34.9,0.457,-0.043,-0.895
14:34.9,0.438,-0.043,-0.898
14:34.9,0.441,-0.055,-0.898
14:35.0,0.457,-0.055,-0.895
14:35.0,0.461,-0.043,-0.902
14:35.0,0.449,-0.047,-0.902
14:35.1,0.434,-0.047,-0.891
14:35.1,0.445,-0.051,-0.895
14:35.1,0.461,-0.055,-0.891
14:35.2,0.449,-0.051,-0.895
14:35.2,0.441,-0.051,-0.898
14:35.2,0.445,-0.047,-0.898
14:35.3,0.449,-0.043,-0.895
14:35.3,0.465,-0.051,-0.883
14:35.3,0.457,-0.055,-0.895
14:35.4,0.457,-0.055,-0.906
14:35.4,0.438,-0.039,-0.902
14:35.4,0.445,-0.043,-0.898
14:35.5,0.449,-0.051,-0.898
14:35.5,0.449,-0.043,-0.902
14:35.5,0.445,-0.051,-0.895
14:35.6,0.426,-0.055,-0.906
14:35.6,0.441,-0.043,-0.902
14:35.6,0.492,-0.035,-0.879
14:35.7,0.5,-0.039,-0.879
14:35.7,0.453,-0.047,-0.898
14:35.7,0.434,-0.051,-0.902
14:35.8,0.453,-0.051,-0.898
14:35.8,0.453,-0.047,-0.902
14:35.8,0.449,-0.047,-0.898
14:35.9,0.457,-0.035,-0.891
14:35.9,0.477,-0.039,-0.887
14:35.9,0.469,-0.035,-0.887
14:36.0,0.441,-0.043,-0.895
14:36.0,0.438,-0.027,-0.902
14:36.0,0.461,-0.047,-0.898
14:36.1,0.473,-0.051,-0.887
14:36.1,0.441,-0.051,-0.898
14:36.1,0.434,-0.043,-0.898
14:36.2,0.461,-0.047,-0.895
14:36.2,0.465,-0.051,-0.891
14:36.2,0.449,-0.051,-0.898
14:36.3,0.457,-0.047,-0.895
14:36.3,0.461,-0.055,-0.895
14:36.3,0.457,-0.051,-0.891
14:36.4,0.461,-0.047,-0.891
14:36.4,0.461,-0.051,-0.895
14:36.4,0.461,-0.047,-0.891
14:36.5,0.453,-0.051,-0.891
14:36.5,0.465,-0.035,-0.891
14:36.5,0.465,-0.047,-0.891
14:36.6,0.457,-0.055,-0.898
14:36.6,0.441,-0.047,-0.898
14:36.6,0.457,-0.043,-0.891
14:36.7,0.469,-0.051,-0.891
14:36.7,0.465,-0.059,-0.898
14:36.7,0.438,-0.051,-0.902
14:36.8,0.441,-0.051,-0.895
14:36.8,0.461,-0.047,-0.891
14:36.8,0.473,-0.051,-0.887
14:36.9,0.457,-0.055,-0.895
14:36.9,0.449,-0.051,-0.902
14:36.9,0.457,-0.047,-0.887
14:37.0,0.484,-0.043,-0.887
14:37.0,0.477,-0.039,-0.898
14:37.0,0.445,-0.055,-0.902
14:37.1,0.434,-0.055,-0.902
14:37.1,0.465,-0.051,-0.891
14:37.1,0.473,-0.031,-0.883
14:37.2,0.461,-0.02,-0.887
14:37.2,0.453,-0.051,-0.891
14:37.2,0.484,-0.051,-0.883
14:37.3,0.5,-0.051,-0.883
14:37.3,0.438,-0.055,-0.898
14:37.3,0.422,-0.07,-0.906
14:37.4,0.457,-0.074,-0.902
14:37.4,0.43,-0.047,-0.902
14:37.4,0.438,-0.047,-0.906
14:37.5,0.457,-0.063,-0.895
14:37.5,0.461,-0.043,-0.895
14:37.5,0.438,-0.066,-0.902
14:37.6,0.406,-0.059,-0.91
14:37.6,0.426,-0.051,-0.91
14:37.6,0.461,-0.055,-0.902
14:37.7,0.469,-0.063,-0.898
14:37.7,0.461,-0.059,-0.898
14:37.7,0.438,-0.051,-0.895
14:37.8,0.441,-0.055,-0.906
14:37.8,0.453,-0.055,-0.891
14:37.8,0.465,-0.059,-0.895
14:37.9,0.461,-0.066,-0.898
14:37.9,0.418,-0.063,-0.906
14:37.9,0.398,-0.059,-0.914
14:38.0,0.422,-0.055,-0.906
14:38.0,0.453,-0.059,-0.902
14:38.0,0.449,-0.051,-0.902
14:38.1,0.434,-0.051,-0.898
14:38.1,0.43,-0.063,-0.906
14:38.1,0.43,-0.063,-0.906
14:38.2,0.43,-0.066,-0.906
14:38.2,0.441,-0.063,-0.898
14:38.2,0.434,-0.055,-0.906
14:38.3,0.441,-0.063,-0.898
14:38.3,0.469,-0.07,-0.891
14:38.3,0.461,-0.059,-0.891
14:38.4,0.453,-0.047,-0.906
14:38.4,0.449,-0.059,-0.898
14:38.4,0.434,-0.063,-0.906
14:38.5,0.422,-0.07,-0.914
14:38.5,0.43,-0.055,-0.91
14:38.5,0.434,-0.055,-0.898
14:38.6,0.453,-0.059,-0.895
14:38.6,0.449,-0.063,-0.898
14:38.6,0.438,-0.055,-0.898
14:38.7,0.434,-0.051,-0.902
14:38.7,0.441,-0.059,-0.902
14:38.7,0.449,-0.066,-0.898
14:38.8,0.434,-0.063,-0.902
14:38.8,0.43,-0.066,-0.91
14:38.8,0.434,-0.059,-0.902
14:38.9,0.441,-0.059,-0.902
14:38.9,0.449,-0.059,-0.898
14:38.9,0.453,-0.059,-0.895
14:39.0,0.441,-0.059,-0.906
14:39.0,0.449,-0.043,-0.902
14:39.0,0.445,-0.059,-0.895
14:39.1,0.449,-0.055,-0.898
14:39.1,0.449,-0.063,-0.898
14:39.1,0.441,-0.059,-0.898
14:39.2,0.441,-0.059,-0.895
14:39.2,0.445,-0.063,-0.895
14:39.2,0.449,-0.055,-0.891
14:39.3,0.453,-0.055,-0.895
14:39.3,0.453,-0.059,-0.891
14:39.3,0.449,-0.051,-0.891
14:39.4,0.453,-0.059,-0.91
14:39.4,0.453,-0.066,-0.902
14:39.4,0.434,-0.055,-0.891
14:39.5,0.453,-0.051,-0.898
14:39.5,0.461,-0.043,-0.891
14:39.5,0.453,-0.055,-0.895
14:39.6,0.449,-0.055,-0.895
14:39.6,0.434,-0.055,-0.91
14:39.6,0.434,-0.055,-0.902
14:39.7,0.457,-0.059,-0.895
14:39.7,0.453,-0.051,-0.898
14:39.7,0.441,-0.051,-0.902
14:39.8,0.441,-0.051,-0.902
14:39.8,0.461,-0.055,-0.891
14:39.8,0.465,-0.055,-0.887
14:39.9,0.449,-0.055,-0.898
14:39.9,0.438,-0.055,-0.906
14:39.9,0.449,-0.051,-0.891
14:40.0,0.461,-0.059,-0.895
14:40.0,0.457,-0.051,-0.898
14:40.0,0.434,-0.055,-0.902
14:40.1,0.434,-0.043,-0.895
14:40.1,0.457,-0.051,-0.891
14:40.1,0.465,-0.063,-0.898
14:40.2,0.441,-0.055,-0.898
14:40.2,0.434,-0.051,-0.906
14:40.2,0.449,-0.059,-0.898
14:40.3,0.453,-0.051,-0.891
14:40.3,0.457,-0.051,-0.895
14:40.3,0.457,-0.051,-0.902
14:40.4,0.449,-0.055,-0.898
14:40.4,0.449,-0.055,-0.902
14:40.4,0.445,-0.051,-0.898
14:40.5,0.449,-0.055,-0.898
14:40.5,0.453,-0.047,-0.902
14:40.5,0.438,-0.055,-0.902
14:40.6,0.438,-0.047,-0.902
14:40.6,0.441,-0.055,-0.906
14:40.6,0.434,-0.063,-0.898
14:40.7,0.449,-0.055,-0.891
14:40.7,0.453,-0.055,-0.902
14:40.7,0.434,-0.055,-0.906
14:40.8,0.434,-0.051,-0.906
14:40.8,0.434,-0.063,-0.91
14:40.8,0.449,-0.059,-0.895
14:40.9,0.457,-0.059,-0.895
14:40.9,0.453,-0.055,-0.902
14:40.9,0.418,-0.047,-0.906
14:41.0,0.43,-0.051,-0.906
14:41.0,0.453,-0.055,-0.898
14:41.0,0.465,-0.055,-0.902
14:41.1,0.438,-0.055,-0.898
14:41.1,0.43,-0.051,-0.898
14:41.1,0.449,-0.059,-0.902
14:41.2,0.453,-0.059,-0.898
14:41.2,0.438,-0.051,-0.902
14:41.2,0.434,-0.055,-0.91
14:41.3,0.441,-0.051,-0.898
14:41.3,0.449,-0.055,-0.898
14:41.3,0.461,-0.055,-0.902
14:41.4,0.438,-0.047,-0.906
14:41.4,0.43,-0.051,-0.902
14:41.4,0.457,-0.059,-0.898
14:41.5,0.457,-0.063,-0.898
14:41.5,0.453,-0.043,-0.898
14:41.5,0.438,-0.055,-0.902
14:41.6,0.453,-0.055,-0.898
14:41.6,0.445,-0.047,-0.906
14:41.6,0.414,-0.051,-0.906
14:41.7,0.441,-0.059,-0.898
14:41.7,0.469,-0.059,-0.891
14:41.7,0.469,-0.059,-0.902
14:41.8,0.406,-0.043,-0.914
14:41.8,0.398,-0.043,-0.914
14:41.8,0.453,-0.063,-0.898
14:41.9,0.473,-0.063,-0.895
14:41.9,0.445,-0.055,-0.898
14:41.9,0.43,-0.039,-0.906
14:42.0,0.434,-0.055,-0.91
14:42.0,0.449,-0.051,-0.895
14:42.0,0.445,-0.055,-0.898
14:42.1,0.438,-0.043,-0.906
14:42.1,0.434,-0.051,-0.902
14:42.1,0.438,-0.055,-0.898
14:42.2,0.438,-0.059,-0.902
14:42.2,0.43,-0.055,-0.91
14:42.2,0.434,-0.055,-0.902
14:42.3,0.445,-0.055,-0.895
14:42.3,0.449,-0.055,-0.906
14:42.3,0.434,-0.051,-0.914
14:42.4,0.418,-0.055,-0.906
14:42.4,0.434,-0.055,-0.906
