------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.4 Firmware v1.9.2 date format M/d/yyyy at 30 Hz  Filter Normal -----------,,,
Serial Number: MOS2D42160427,,,
Start Time 14:13:00,,,
Start Date 4/20/2023,,,
Epoch Period (hh:mm:ss) 00:00:00,,,
Download Time 14:19:26,,,
Download Date 4/20/2023,,,
Current Memory Address: 0,,,
Current Battery Voltage: 4.17     Mode = 12,,,
--------------------------------------------------,,,
Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z
15:59.4,0.387,-0.047,-0.926
15:59.4,0.383,-0.051,-0.93
15:59.5,0.395,-0.063,-0.926
15:59.5,0.387,-0.047,-0.926
15:59.5,0.379,-0.055,-0.934
15:59.6,0.379,-0.051,-0.926
15:59.6,0.395,-0.051,-0.922
15:59.6,0.391,-0.063,-0.926
15:59.7,0.359,-0.051,-0.938
15:59.7,0.359,-0.059,-0.934
15:59.7,0.371,-0.059,-0.934
15:59.8,0.355,-0.066,-0.93
15:59.8,0.348,-0.059,-0.938
15:59.8,0.328,-0.059,-0.938
15:59.9,0.359,-0.066,-0.938
15:59.9,0.367,-0.07,-0.93
15:59.9,0.348,-0.059,-0.945
16:00.0,0.344,-0.059,-0.945
16:00.0,0.363,-0.047,-0.941
16:00.0,0.375,-0.055,-0.934
16:00.1,0.379,-0.063,-0.93
16:00.1,0.371,-0.059,-0.93
16:00.1,0.371,-0.066,-0.934
16:00.2,0.383,-0.051,-0.93
16:00.2,0.395,-0.051,-0.922
16:00.2,0.391,-0.051,-0.922
16:00.3,0.363,-0.055,-0.93
16:00.3,0.359,-0.063,-0.934
16:00.3,0.367,-0.063,-0.934
16:00.4,0.367,-0.051,-0.938
16:00.4,0.359,-0.063,-0.934
16:00.4,0.371,-0.07,-0.941
16:00.5,0.379,-0.059,-0.934
16:00.5,0.387,-0.047,-0.934
16:00.5,0.383,-0.059,-0.93
16:00.6,0.379,-0.07,-0.926
16:00.6,0.379,-0.059,-0.93
16:00.6,0.387,-0.059,-0.93
16:00.7,0.379,-0.066,-0.926
16:00.7,0.363,-0.055,-0.93
16:00.7,0.379,-0.063,-0.926
16:00.8,0.391,-0.063,-0.922
16:00.8,0.391,-0.055,-0.93
16:00.8,0.379,-0.066,-0.93
16:00.9,0.359,-0.059,-0.93
16:00.9,0.379,-0.059,-0.922
16:00.9,0.395,-0.063,-0.922
16:01.0,0.395,-0.063,-0.922
16:01.0,0.379,-0.051,-0.934
16:01.0,0.367,-0.063,-0.938
16:01.1,0.383,-0.066,-0.926
16:01.1,0.395,-0.066,-0.922
16:01.1,0.387,-0.055,-0.926
16:01.2,0.359,-0.063,-0.93
16:01.2,0.359,-0.063,-0.934
16:01.2,0.383,-0.063,-0.922
16:01.3,0.398,-0.07,-0.93
16:01.3,0.379,-0.055,-0.926
16:01.3,0.355,-0.055,-0.934
16:01.4,0.367,-0.063,-0.93
16:01.4,0.391,-0.066,-0.922
16:01.4,0.391,-0.063,-0.922
16:01.5,0.367,-0.055,-0.926
16:01.5,0.359,-0.047,-0.938
16:01.5,0.363,-0.055,-0.93
16:01.6,0.398,-0.063,-0.918
16:01.6,0.402,-0.059,-0.922
16:01.6,0.371,-0.055,-0.93
16:01.7,0.352,-0.059,-0.938
16:01.7,0.367,-0.059,-0.93
16:01.7,0.398,-0.059,-0.926
16:01.8,0.398,-0.066,-0.918
16:01.8,0.375,-0.063,-0.93
16:01.8,0.359,-0.055,-0.934
16:01.9,0.363,-0.051,-0.926
16:01.9,0.387,-0.055,-0.922
16:01.9,0.406,-0.066,-0.922
16:02.0,0.375,-0.066,-0.93
16:02.0,0.367,-0.047,-0.938
16:02.0,0.387,-0.059,-0.926
16:02.1,0.395,-0.059,-0.926
16:02.1,0.371,-0.059,-0.926
16:02.1,0.355,-0.059,-0.93
16:02.2,0.383,-0.059,-0.93
16:02.2,0.395,-0.059,-0.93
16:02.2,0.379,-0.059,-0.922
16:02.3,0.371,-0.059,-0.93
16:02.3,0.375,-0.059,-0.934
16:02.3,0.387,-0.059,-0.922
16:02.4,0.383,-0.059,-0.93
16:02.4,0.387,-0.063,-0.93
16:02.4,0.375,-0.059,-0.93
16:02.5,0.379,-0.059,-0.922
16:02.5,0.383,-0.043,-0.93
16:02.5,0.391,-0.059,-0.926
16:02.6,0.387,-0.066,-0.926
16:02.6,0.375,-0.066,-0.934
16:02.6,0.375,-0.055,-0.93
16:02.7,0.387,-0.059,-0.93
16:02.7,0.387,-0.055,-0.926
16:02.7,0.383,-0.055,-0.93
16:02.8,0.383,-0.059,-0.926
16:02.8,0.379,-0.059,-0.93
16:02.8,0.379,-0.059,-0.93
16:02.9,0.391,-0.063,-0.926
16:02.9,0.379,-0.059,-0.934
16:02.9,0.375,-0.059,-0.934
16:03.0,0.383,-0.063,-0.93
16:03.0,0.379,-0.047,-0.93
16:03.0,0.387,-0.055,-0.926
16:03.1,0.387,-0.059,-0.926
16:03.1,0.383,-0.063,-0.926
16:03.1,0.387,-0.055,-0.934
16:03.2,0.387,-0.059,-0.926
16:03.2,0.383,-0.059,-0.926
16:03.2,0.383,-0.055,-0.926
16:03.3,0.391,-0.059,-0.93
16:03.3,0.387,-0.055,-0.926
16:03.3,0.383,-0.055,-0.926
16:03.4,0.387,-0.07,-0.926
16:03.4,0.387,-0.059,-0.926
16:03.4,0.379,-0.055,-0.926
16:03.5,0.379,-0.055,-0.922
16:03.5,0.383,-0.047,-0.93
16:03.5,0.391,-0.063,-0.926
16:03.6,0.391,-0.063,-0.926
16:03.6,0.383,-0.055,-0.926
16:03.6,0.383,-0.059,-0.926
16:03.7,0.391,-0.059,-0.922
16:03.7,0.383,-0.055,-0.922
16:03.7,0.379,-0.059,-0.93
16:03.8,0.391,-0.059,-0.926
16:03.8,0.387,-0.055,-0.922
16:03.8,0.387,-0.059,-0.926
16:03.9,0.387,-0.059,-0.93
16:03.9,0.375,-0.059,-0.93
16:03.9,0.375,-0.051,-0.93
16:04.0,0.391,-0.059,-0.926
16:04.0,0.391,-0.051,-0.922
16:04.0,0.383,-0.055,-0.926
16:04.1,0.387,-0.059,-0.934
16:04.1,0.391,-0.059,-0.922
16:04.1,0.387,-0.063,-0.922
16:04.2,0.387,-0.059,-0.926
16:04.2,0.379,-0.055,-0.93
16:04.2,0.379,-0.055,-0.926
16:04.3,0.383,-0.055,-0.93
16:04.3,0.379,-0.059,-0.926
16:04.3,0.391,-0.063,-0.934
16:04.4,0.395,-0.063,-0.922
16:04.4,0.375,-0.055,-0.926
16:04.4,0.371,-0.055,-0.934
16:04.5,0.387,-0.059,-0.926
16:04.5,0.395,-0.047,-0.926
16:04.5,0.379,-0.059,-0.926
16:04.6,0.379,-0.059,-0.93
16:04.6,0.383,-0.055,-0.93
16:04.6,0.391,-0.059,-0.926
16:04.7,0.387,-0.059,-0.93
16:04.7,0.383,-0.063,-0.934
16:04.7,0.379,-0.059,-0.926
16:04.8,0.383,-0.059,-0.926
16:04.8,0.383,-0.059,-0.934
16:04.8,0.379,-0.055,-0.926
16:04.9,0.379,-0.059,-0.93
16:04.9,0.383,-0.059,-0.922
16:04.9,0.391,-0.055,-0.922
16:05.0,0.375,-0.055,-0.934
16:05.0,0.371,-0.047,-0.938
16:05.0,0.379,-0.059,-0.93
16:05.1,0.391,-0.063,-0.926
16:05.1,0.383,-0.055,-0.922
16:05.1,0.387,-0.055,-0.926
16:05.2,0.375,-0.059,-0.922
16:05.2,0.367,-0.055,-0.93
16:05.2,0.379,-0.055,-0.934
16:05.3,0.391,-0.063,-0.93
16:05.3,0.379,-0.059,-0.926
16:05.3,0.379,-0.055,-0.93
16:05.4,0.367,-0.059,-0.934
16:05.4,0.371,-0.059,-0.926
16:05.4,0.383,-0.059,-0.93
16:05.5,0.383,-0.055,-0.922
16:05.5,0.371,-0.047,-0.93
16:05.5,0.375,-0.055,-0.93
16:05.6,0.375,-0.059,-0.93
16:05.6,0.383,-0.059,-0.926
16:05.6,0.379,-0.055,-0.93
16:05.7,0.379,-0.059,-0.922
16:05.7,0.367,-0.059,-0.934
16:05.7,0.371,-0.055,-0.934
16:05.8,0.379,-0.055,-0.93
16:05.8,0.383,-0.059,-0.93
16:05.8,0.387,-0.066,-0.926
16:05.9,0.375,-0.055,-0.934
16:05.9,0.375,-0.055,-0.93
16:05.9,0.383,-0.059,-0.926
16:06.0,0.387,-0.063,-0.93
16:06.0,0.383,-0.047,-0.926
16:06.0,0.367,-0.055,-0.93
16:06.1,0.375,-0.055,-0.93
16:06.1,0.383,-0.059,-0.93
16:06.1,0.391,-0.07,-0.93
16:06.2,0.379,-0.059,-0.93
16:06.2,0.371,-0.055,-0.938
16:06.2,0.383,-0.055,-0.93
16:06.3,0.391,-0.063,-0.93
16:06.3,0.387,-0.059,-0.926
16:06.3,0.383,-0.059,-0.926
16:06.4,0.387,-0.059,-0.926
16:06.4,0.379,-0.055,-0.934
16:06.4,0.371,-0.059,-0.938
16:06.5,0.387,-0.063,-0.922
16:06.5,0.387,-0.051,-0.926
16:06.5,0.387,-0.055,-0.93
16:06.6,0.375,-0.055,-0.934
16:06.6,0.379,-0.055,-0.93
16:06.6,0.375,-0.059,-0.926
16:06.7,0.379,-0.066,-0.93
16:06.7,0.367,-0.055,-0.93
16:06.7,0.387,-0.055,-0.93
16:06.8,0.398,-0.059,-0.918
16:06.8,0.383,-0.055,-0.93
16:06.8,0.379,-0.055,-0.926
16:06.9,0.375,-0.059,-0.93
16:06.9,0.367,-0.059,-0.934
16:06.9,0.375,-0.055,-0.926
16:07.0,0.387,-0.055,-0.926
16:07.0,0.395,-0.047,-0.922
16:07.0,0.383,-0.055,-0.926
16:07.1,0.387,-0.055,-0.926
16:07.1,0.395,-0.063,-0.926
16:07.1,0.391,-0.063,-0.922
16:07.2,0.395,-0.055,-0.922
16:07.2,0.387,-0.055,-0.93
16:07.2,0.391,-0.055,-0.922
16:07.3,0.395,-0.055,-0.918
16:07.3,0.395,-0.059,-0.922
16:07.3,0.383,-0.059,-0.93
16:07.4,0.383,-0.055,-0.93
16:07.4,0.391,-0.059,-0.918
16:07.4,0.391,-0.063,-0.926
16:07.5,0.383,-0.063,-0.922
16:07.5,0.387,-0.047,-0.926
16:07.5,0.379,-0.055,-0.93
16:07.6,0.387,-0.066,-0.922
16:07.6,0.406,-0.059,-0.93
16:07.6,0.355,-0.059,-0.91
16:07.7,0.422,-0.07,-0.918
16:07.7,0.406,-0.059,-0.945
16:07.7,0.344,-0.027,-0.934
16:07.8,0.359,-0.023,-0.922
16:07.8,0.406,-0.074,-0.926
16:07.8,0.414,-0.098,-0.918
16:07.9,0.375,-0.051,-0.922
16:07.9,0.363,-0.043,-0.945
16:07.9,0.383,-0.051,-0.938
16:08.0,0.379,-0.063,-0.926
16:08.0,0.398,-0.07,-0.922
16:08.0,0.402,-0.074,-0.922
16:08.1,0.383,-0.055,-0.93
16:08.1,0.355,-0.051,-0.934
16:08.1,0.375,-0.055,-0.922
16:08.2,0.402,-0.07,-0.926
16:08.2,0.387,-0.063,-0.926
16:08.2,0.375,-0.055,-0.926
16:08.3,0.387,-0.055,-0.926
16:08.3,0.379,-0.055,-0.926
16:08.3,0.367,-0.059,-0.93
16:08.4,0.391,-0.051,-0.922
16:08.4,0.426,-0.051,-0.914
16:08.4,0.43,-0.055,-0.918
16:08.5,0.387,-0.063,-0.93
16:08.5,0.348,-0.043,-0.941
16:08.5,0.355,-0.051,-0.938
16:08.6,0.391,-0.066,-0.922
16:08.6,0.371,-0.066,-0.934
16:08.6,0.344,-0.047,-0.941
16:08.7,0.383,-0.051,-0.922
16:08.7,0.414,-0.07,-0.922
16:08.7,0.391,-0.059,-0.93
16:08.8,0.336,-0.055,-0.938
16:08.8,0.328,-0.055,-0.938
16:08.8,0.375,-0.063,-0.934
16:08.9,0.383,-0.066,-0.93
16:08.9,0.359,-0.055,-0.934
16:08.9,0.379,-0.063,-0.934
16:09.0,0.379,-0.059,-0.934
16:09.0,0.371,-0.039,-0.93
16:09.0,0.344,-0.051,-0.938
16:09.1,0.387,-0.074,-0.93
16:09.1,0.391,-0.066,-0.926
16:09.1,0.367,-0.055,-0.93
16:09.2,0.352,-0.051,-0.945
16:09.2,0.355,-0.055,-0.938
16:09.2,0.387,-0.07,-0.922
16:09.3,0.395,-0.066,-0.922
16:09.3,0.367,-0.059,-0.934
16:09.3,0.352,-0.055,-0.941
16:09.4,0.379,-0.055,-0.93
16:09.4,0.391,-0.055,-0.922
16:09.4,0.383,-0.059,-0.93
16:09.5,0.367,-0.063,-0.934
16:09.5,0.363,-0.043,-0.934
16:09.5,0.371,-0.051,-0.926
16:09.6,0.398,-0.059,-0.922
16:09.6,0.391,-0.059,-0.926
16:09.6,0.379,-0.055,-0.934
16:09.7,0.375,-0.055,-0.93
16:09.7,0.387,-0.059,-0.93
16:09.7,0.383,-0.059,-0.922
16:09.8,0.379,-0.059,-0.93
16:09.8,0.371,-0.066,-0.934
16:09.8,0.363,-0.055,-0.93
16:09.9,0.379,-0.055,-0.93
16:09.9,0.387,-0.055,-0.938
16:09.9,0.363,-0.055,-0.93
16:10.0,0.406,-0.059,-0.922
16:10.0,0.418,-0.047,-0.914
16:10.0,0.387,-0.055,-0.926
16:10.1,0.367,-0.055,-0.934
16:10.1,0.383,-0.055,-0.93
16:10.1,0.398,-0.051,-0.922
16:10.2,0.395,-0.059,-0.926
16:10.2,0.359,-0.059,-0.93
16:10.2,0.359,-0.055,-0.934
16:10.3,0.375,-0.055,-0.938
16:10.3,0.371,-0.063,-0.902
16:10.3,0.402,-0.07,-0.918
16:10.4,0.402,-0.055,-0.938
16:10.4,0.344,-0.043,-0.945
16:10.4,0.348,-0.055,-0.934
16:10.5,0.375,-0.059,-0.926
16:10.5,0.402,-0.063,-0.926
16:10.5,0.367,-0.059,-0.938
16:10.6,0.344,-0.051,-0.934
16:10.6,0.371,-0.051,-0.93
16:10.6,0.391,-0.063,-0.93
16:10.7,0.379,-0.063,-0.93
16:10.7,0.355,-0.055,-0.941
16:10.7,0.359,-0.055,-0.934
16:10.8,0.375,-0.059,-0.93
16:10.8,0.387,-0.059,-0.93
16:10.8,0.367,-0.055,-0.938
16:10.9,0.359,-0.059,-0.938
16:10.9,0.371,-0.059,-0.926
16:10.9,0.379,-0.051,-0.93
16:11.0,0.375,-0.055,-0.93
16:11.0,0.375,-0.043,-0.938
16:11.0,0.375,-0.055,-0.926
16:11.1,0.363,-0.059,-0.938
16:11.1,0.363,-0.055,-0.934
16:11.1,0.371,-0.055,-0.93
16:11.2,0.379,-0.055,-0.926
16:11.2,0.375,-0.063,-0.93
16:11.2,0.359,-0.055,-0.941
16:11.3,0.359,-0.055,-0.938
16:11.3,0.367,-0.051,-0.93
16:11.3,0.371,-0.063,-0.934
16:11.4,0.363,-0.063,-0.938
16:11.4,0.375,-0.059,-0.926
16:11.4,0.367,-0.059,-0.934
16:11.5,0.352,-0.055,-0.938
16:11.5,0.363,-0.051,-0.941
16:11.5,0.387,-0.063,-0.93
16:11.6,0.379,-0.059,-0.926
16:11.6,0.367,-0.055,-0.93
16:11.6,0.375,-0.055,-0.93
16:11.7,0.398,-0.055,-0.926
16:11.7,0.391,-0.063,-0.922
16:11.7,0.359,-0.055,-0.938
16:11.8,0.363,-0.059,-0.93
16:11.8,0.383,-0.066,-0.938
16:11.8,0.379,-0.055,-0.926
16:11.9,0.375,-0.055,-0.938
16:11.9,0.375,-0.055,-0.938
16:11.9,0.375,-0.055,-0.93
16:12.0,0.391,-0.063,-0.93
16:12.0,0.387,-0.051,-0.934
16:12.0,0.371,-0.055,-0.93
16:12.1,0.371,-0.059,-0.934
16:12.1,0.367,-0.059,-0.926
16:12.1,0.375,-0.051,-0.93
16:12.2,0.391,-0.055,-0.934
16:12.2,0.383,-0.043,-0.922
16:12.2,0.395,-0.059,-0.922
16:12.3,0.367,-0.055,-0.93
16:12.3,0.332,-0.059,-0.938
16:12.3,0.383,-0.063,-0.93
16:12.4,0.414,-0.051,-0.918
16:12.4,0.414,-0.059,-0.918
16:12.4,0.391,-0.059,-0.93
16:12.5,0.336,-0.07,-0.941
16:12.5,0.316,-0.066,-0.949
16:12.5,0.328,-0.055,-0.941
16:12.6,0.383,-0.055,-0.926
16:12.6,0.406,-0.059,-0.918
16:12.6,0.398,-0.059,-0.922
16:12.7,0.375,-0.059,-0.938
16:12.7,0.328,-0.063,-0.945
16:12.7,0.336,-0.055,-0.941
16:12.8,0.375,-0.059,-0.926
16:12.8,0.406,-0.063,-0.918
16:12.8,0.406,-0.059,-0.922
16:12.9,0.398,-0.063,-0.934
16:12.9,0.367,-0.074,-0.93
16:12.9,0.328,-0.047,-0.938
16:13.0,0.363,-0.039,-0.934
16:13.0,0.41,-0.043,-0.922
16:13.0,0.371,-0.051,-0.934
16:13.1,0.348,-0.066,-0.938
16:13.1,0.383,-0.074,-0.922
16:13.1,0.41,-0.059,-0.914
16:13.2,0.41,-0.07,-0.93
16:13.2,0.352,-0.078,-0.941
16:13.2,0.297,-0.051,-0.949
16:13.3,0.359,-0.047,-0.934
16:13.3,0.457,-0.063,-0.902
16:13.3,0.457,-0.082,-0.91
16:13.4,0.367,-0.059,-0.938
16:13.4,0.34,-0.047,-0.934
16:13.4,0.383,-0.047,-0.926
16:13.5,0.387,-0.043,-0.918
16:13.5,0.383,-0.027,-0.934
16:13.5,0.387,-0.051,-0.926
16:13.6,0.398,-0.055,-0.895
16:13.6,0.438,-0.074,-0.906
16:13.6,0.414,-0.047,-0.926
16:13.7,0.367,-0.043,-0.93
16:13.7,0.391,-0.047,-0.926
16:13.7,0.414,-0.051,-0.918
16:13.8,0.426,-0.055,-0.91
16:13.8,0.398,-0.055,-0.926
16:13.8,0.395,-0.051,-0.922
16:13.9,0.395,-0.047,-0.922
16:13.9,0.391,-0.043,-0.93
16:13.9,0.387,-0.051,-0.902
16:14.0,0.422,-0.082,-0.918
16:14.0,0.379,-0.043,-0.941
16:14.0,0.32,-0.023,-0.941
16:14.1,0.352,-0.055,-0.926
16:14.1,0.438,-0.066,-0.914
16:14.1,0.453,-0.047,-0.902
16:14.2,0.43,-0.035,-0.91
16:14.2,0.457,-0.035,-0.895
16:14.2,0.453,-0.059,-0.914
16:14.3,0.363,-0.074,-0.938
16:14.3,0.277,-0.066,-0.949
16:14.3,0.332,-0.047,-0.938
16:14.4,0.43,-0.051,-0.91
16:14.4,0.457,-0.066,-0.906
16:14.4,0.418,-0.051,-0.914
16:14.5,0.387,-0.051,-0.922
16:14.5,0.406,-0.047,-0.922
16:14.5,0.422,-0.051,-0.918
16:14.6,0.398,-0.051,-0.918
16:14.6,0.402,-0.051,-0.922
16:14.6,0.414,-0.059,-0.922
16:14.7,0.406,-0.055,-0.922
16:14.7,0.395,-0.055,-0.93
16:14.7,0.379,-0.051,-0.93
16:14.8,0.414,-0.055,-0.914
16:14.8,0.434,-0.059,-0.914
16:14.8,0.402,-0.055,-0.918
16:14.9,0.379,-0.055,-0.934
16:14.9,0.383,-0.051,-0.926
16:14.9,0.414,-0.047,-0.914
16:15.0,0.426,-0.055,-0.918
16:15.0,0.398,-0.031,-0.934
16:15.0,0.379,-0.055,-0.926
16:15.1,0.395,-0.055,-0.918
16:15.1,0.398,-0.055,-0.922
16:15.1,0.402,-0.063,-0.922
16:15.2,0.395,-0.043,-0.922
16:15.2,0.395,-0.043,-0.926
16:15.2,0.395,-0.055,-0.926
16:15.3,0.391,-0.059,-0.93
16:15.3,0.367,-0.055,-0.922
16:15.3,0.391,-0.059,-0.926
16:15.4,0.406,-0.051,-0.922
16:15.4,0.395,-0.051,-0.918
16:15.4,0.391,-0.059,-0.922
16:15.5,0.387,-0.059,-0.926
16:15.5,0.391,-0.043,-0.926
16:15.5,0.383,-0.047,-0.918
16:15.6,0.395,-0.055,-0.926
16:15.6,0.395,-0.059,-0.926
16:15.6,0.391,-0.055,-0.926
16:15.7,0.387,-0.051,-0.922
16:15.7,0.391,-0.051,-0.922
16:15.7,0.41,-0.043,-0.914
16:15.8,0.414,-0.051,-0.914
16:15.8,0.398,-0.055,-0.922
16:15.8,0.391,-0.051,-0.93
16:15.9,0.391,-0.047,-0.918
16:15.9,0.402,-0.051,-0.918
16:15.9,0.395,-0.055,-0.922
16:16.0,0.391,-0.055,-0.922
16:16.0,0.398,-0.047,-0.922
16:16.0,0.414,-0.051,-0.918
16:16.1,0.402,-0.055,-0.922
16:16.1,0.367,-0.055,-0.934
16:16.1,0.379,-0.051,-0.926
16:16.2,0.422,-0.047,-0.918
16:16.2,0.402,-0.055,-0.918
16:16.2,0.375,-0.051,-0.926
16:16.3,0.387,-0.055,-0.926
16:16.3,0.398,-0.059,-0.926
16:16.3,0.379,-0.047,-0.93
16:16.4,0.391,-0.047,-0.926
16:16.4,0.422,-0.051,-0.918
16:16.4,0.391,-0.059,-0.934
16:16.5,0.324,-0.02,-0.93
16:16.5,0.414,-0.066,-0.926
16:16.5,0.477,-0.074,-0.91
16:16.6,0.371,-0.027,-0.934
16:16.6,0.297,-0.047,-0.941
16:16.6,0.395,-0.066,-0.926
16:16.7,0.473,-0.051,-0.926
16:16.7,0.43,-0.051,-0.918
16:16.7,0.355,-0.063,-0.922
16:16.8,0.348,-0.035,-0.934
16:16.8,0.414,-0.059,-0.918
16:16.8,0.434,-0.059,-0.918
16:16.9,0.398,-0.051,-0.922
16:16.9,0.379,-0.055,-0.93
16:16.9,0.391,-0.051,-0.922
16:17.0,0.422,-0.039,-0.914
16:17.0,0.426,-0.043,-0.914
16:17.0,0.379,-0.059,-0.93
16:17.1,0.379,-0.055,-0.938
16:17.1,0.391,-0.051,-0.922
16:17.1,0.406,-0.051,-0.918
16:17.2,0.414,-0.055,-0.918
16:17.2,0.402,-0.047,-0.918
16:17.2,0.391,-0.051,-0.918
16:17.3,0.387,-0.055,-0.922
16:17.3,0.395,-0.055,-0.918
16:17.3,0.379,-0.051,-0.93
16:17.4,0.371,-0.051,-0.926
16:17.4,0.398,-0.051,-0.922
16:17.4,0.414,-0.051,-0.914
16:17.5,0.402,-0.055,-0.922
16:17.5,0.379,-0.043,-0.934
16:17.5,0.371,-0.047,-0.93
16:17.6,0.398,-0.051,-0.918
16:17.6,0.422,-0.055,-0.914
16:17.6,0.387,-0.055,-0.926
16:17.7,0.371,-0.055,-0.934
16:17.7,0.391,-0.051,-0.926
16:17.7,0.418,-0.047,-0.918
16:17.8,0.391,-0.051,-0.918
16:17.8,0.387,-0.051,-0.93
16:17.8,0.414,-0.055,-0.93
16:17.9,0.395,-0.063,-0.922
16:17.9,0.352,-0.055,-0.926
16:17.9,0.375,-0.043,-0.934
16:18.0,0.418,-0.039,-0.914
16:18.0,0.441,-0.043,-0.906
16:18.0,0.422,-0.051,-0.914
16:18.1,0.383,-0.051,-0.934
16:18.1,0.363,-0.051,-0.934
16:18.1,0.367,-0.047,-0.93
16:18.2,0.391,-0.051,-0.926
16:18.2,0.383,-0.051,-0.93
16:18.2,0.371,-0.055,-0.93
16:18.3,0.367,-0.055,-0.93
16:18.3,0.383,-0.063,-0.93
16:18.3,0.383,-0.051,-0.922
16:18.4,0.391,-0.043,-0.926
16:18.4,0.383,-0.051,-0.934
16:18.4,0.379,-0.055,-0.926
16:18.5,0.398,-0.059,-0.918
16:18.5,0.402,-0.039,-0.918
16:18.5,0.395,-0.047,-0.922
16:18.6,0.391,-0.051,-0.922
16:18.6,0.383,-0.047,-0.93
16:18.6,0.391,-0.055,-0.922
16:18.7,0.402,-0.055,-0.918
16:18.7,0.426,-0.047,-0.914
16:18.7,0.406,-0.051,-0.918
16:18.8,0.395,-0.051,-0.922
16:18.8,0.395,-0.047,-0.926
16:18.8,0.387,-0.047,-0.926
16:18.9,0.395,-0.051,-0.922
16:18.9,0.41,-0.055,-0.914
16:18.9,0.406,-0.055,-0.918
16:19.0,0.387,-0.047,-0.926
16:19.0,0.383,-0.039,-0.93
16:19.0,0.395,-0.051,-0.922
16:19.1,0.406,-0.055,-0.922
16:19.1,0.406,-0.055,-0.914
16:19.1,0.398,-0.055,-0.922
16:19.2,0.387,-0.043,-0.926
16:19.2,0.391,-0.047,-0.926
16:19.2,0.406,-0.055,-0.918
16:19.3,0.41,-0.051,-0.918
16:19.3,0.406,-0.055,-0.914
16:19.3,0.391,-0.055,-0.926
16:19.4,0.395,-0.047,-0.926
16:19.4,0.426,-0.039,-0.914
16:19.4,0.418,-0.055,-0.918
16:19.5,0.371,-0.051,-0.922
16:19.5,0.371,-0.047,-0.934
16:19.5,0.367,-0.059,-0.938
16:19.6,0.371,-0.047,-0.93
16:19.6,0.402,-0.035,-0.918
16:19.6,0.426,-0.047,-0.914
16:19.7,0.426,-0.055,-0.914
16:19.7,0.438,-0.055,-0.91
16:19.7,0.41,-0.043,-0.914
16:19.8,0.395,-0.039,-0.918
16:19.8,0.418,-0.059,-0.918
16:19.8,0.395,-0.055,-0.918
16:19.9,0.371,-0.047,-0.922
16:19.9,0.391,-0.055,-0.922
16:19.9,0.395,-0.051,-0.926
16:20.0,0.395,-0.047,-0.922
16:20.0,0.395,-0.039,-0.93
16:20.0,0.395,-0.047,-0.922
16:20.1,0.414,-0.047,-0.914
16:20.1,0.422,-0.055,-0.914
16:20.1,0.391,-0.055,-0.926
16:20.2,0.387,-0.051,-0.922
16:20.2,0.414,-0.047,-0.918
16:20.2,0.418,-0.055,-0.914
16:20.3,0.406,-0.055,-0.918
16:20.3,0.391,-0.051,-0.922
16:20.3,0.379,-0.047,-0.922
16:20.4,0.395,-0.051,-0.918
16:20.4,0.426,-0.039,-0.91
16:20.4,0.426,-0.051,-0.914
16:20.5,0.406,-0.051,-0.922
16:20.5,0.406,-0.043,-0.918
16:20.5,0.41,-0.051,-0.918
16:20.6,0.398,-0.055,-0.918
16:20.6,0.395,-0.055,-0.922
16:20.6,0.406,-0.047,-0.922
16:20.7,0.402,-0.051,-0.918
16:20.7,0.379,-0.039,-0.922
16:20.7,0.402,-0.055,-0.918
16:20.8,0.43,-0.055,-0.91
16:20.8,0.441,-0.055,-0.906
16:20.8,0.418,-0.043,-0.914
16:20.9,0.391,-0.047,-0.93
16:20.9,0.371,-0.051,-0.922
16:20.9,0.402,-0.074,-0.914
16:21.0,0.445,-0.082,-0.91
16:21.0,0.414,-0.031,-0.918
16:21.0,0.402,-0.047,-0.926
16:21.1,0.41,-0.043,-0.918
16:21.1,0.441,-0.043,-0.91
16:21.1,0.445,-0.055,-0.902
16:21.2,0.434,-0.082,-0.914
16:21.2,0.406,-0.066,-0.926
16:21.2,0.355,-0.051,-0.926
16:21.3,0.367,-0.051,-0.93
16:21.3,0.402,-0.051,-0.918
16:21.3,0.43,-0.066,-0.914
16:21.4,0.43,-0.082,-0.914
16:21.4,0.398,-0.07,-0.926
16:21.4,0.363,-0.047,-0.93
16:21.5,0.395,-0.027,-0.918
16:21.5,0.445,-0.055,-0.91
16:21.5,0.445,-0.082,-0.918
16:21.6,0.391,-0.074,-0.922
16:21.6,0.355,-0.039,-0.93
16:21.6,0.398,-0.051,-0.918
16:21.7,0.48,-0.043,-0.891
16:21.7,0.469,-0.094,-0.902
16:21.7,0.359,-0.066,-0.934
16:21.8,0.34,-0.031,-0.934
16:21.8,0.434,-0.023,-0.906
16:21.8,0.48,-0.051,-0.891
16:21.9,0.473,-0.078,-0.898
16:21.9,0.402,-0.066,-0.922
16:21.9,0.359,-0.055,-0.926
16:22.0,0.402,-0.051,-0.918
16:22.0,0.473,-0.047,-0.895
16:22.0,0.453,-0.059,-0.895
16:22.1,0.43,-0.066,-0.91
16:22.1,0.406,-0.059,-0.918
16:22.1,0.426,-0.063,-0.914
16:22.2,0.426,-0.07,-0.918
16:22.2,0.406,-0.035,-0.914
16:22.2,0.445,-0.043,-0.902
