Accelerometer X,Accelerometer Y,Accelerometer Z,Time(s)
0.293,-0.23,-0.922,21.56
0.281,-0.223,-0.918,21.571
0.266,-0.219,-0.918,21.582
0.273,-0.215,-0.914,21.593
0.281,-0.211,-0.91,21.604
0.285,-0.211,-0.918,21.615
0.281,-0.203,-0.914,21.626
0.27,-0.195,-0.91,21.637
0.27,-0.191,-0.898,21.648
0.27,-0.195,-0.891,21.659
0.262,-0.199,-0.883,21.67
0.254,-0.195,-0.883,21.681
0.23,-0.207,-0.879,21.692
0.203,-0.219,-0.875,21.703
0.191,-0.227,-0.867,21.714
0.191,-0.238,-0.867,21.725
0.203,-0.254,-0.875,21.736
0.215,-0.27,-0.887,21.747
0.242,-0.277,-0.895,21.758
0.262,-0.289,-0.902,21.769
0.273,-0.297,-0.906,21.78
0.277,-0.289,-0.922,21.791
0.281,-0.305,-0.922,21.802
0.277,-0.305,-0.934,21.813
0.262,-0.305,-0.957,21.824
0.242,-0.309,-0.977,21.835
0.227,-0.305,-1,21.846
0.215,-0.297,-1.012,21.857
0.211,-0.301,-1.016,21.868
0.207,-0.297,-1.023,21.879
0.207,-0.285,-1.023,21.89
0.199,-0.277,-1.023,21.901
0.195,-0.273,-1.016,21.912
0.188,-0.262,-1.012,21.923
0.18,-0.258,-1.008,21.934
0.18,-0.25,-0.996,21.945
0.184,-0.234,-0.984,21.956
0.191,-0.227,-0.984,21.967
0.199,-0.219,-0.973,21.978
0.211,-0.215,-0.953,21.989
0.223,-0.207,-0.945,22
0.227,-0.199,-0.941,22.011
0.215,-0.195,-0.934,22.022
0.207,-0.195,-0.93,22.033
0.195,-0.195,-0.93,22.044
0.184,-0.203,-0.934,22.055
0.172,-0.211,-0.926,22.066
0.152,-0.215,-0.926,22.077
0.145,-0.223,-0.922,22.088
0.137,-0.23,-0.93,22.099
0.137,-0.234,-0.926,22.11
0.145,-0.238,-0.934,22.121
0.16,-0.242,-0.934,22.132
0.172,-0.246,-0.938,22.143
0.172,-0.246,-0.938,22.154
0.176,-0.25,-0.941,22.165
0.168,-0.254,-0.945,22.176
0.156,-0.262,-0.949,22.187
0.148,-0.266,-0.961,22.198
0.145,-0.262,-0.969,22.209
0.152,-0.266,-0.969,22.22
0.16,-0.27,-0.973,22.231
0.168,-0.273,-0.977,22.242
0.176,-0.27,-0.977,22.253
0.18,-0.273,-0.977,22.264
0.184,-0.273,-0.977,22.275
0.184,-0.266,-0.977,22.286
0.172,-0.27,-0.973,22.297
0.16,-0.266,-0.973,22.308
0.141,-0.266,-0.969,22.319
0.133,-0.266,-0.965,22.33
0.141,-0.254,-0.957,22.341
0.152,-0.258,-0.953,22.352
0.164,-0.25,-0.949,22.363
0.172,-0.246,-0.949,22.374
0.176,-0.242,-0.941,22.385
0.18,-0.242,-0.941,22.396
0.176,-0.242,-0.941,22.407
0.172,-0.242,-0.938,22.418
0.168,-0.242,-0.941,22.429
0.164,-0.246,-0.941,22.44
0.164,-0.25,-0.945,22.451
0.164,-0.246,-0.941,22.462
0.164,-0.258,-0.938,22.473
0.168,-0.262,-0.941,22.484
0.172,-0.262,-0.945,22.495
0.172,-0.27,-0.949,22.506
0.172,-0.27,-0.949,22.517
0.172,-0.27,-0.949,22.528
0.172,-0.266,-0.949,22.539
0.176,-0.27,-0.949,22.55
0.172,-0.266,-0.949,22.561
0.164,-0.266,-0.949,22.572
0.156,-0.27,-0.953,22.583
0.156,-0.273,-0.961,22.594
0.164,-0.273,-0.961,22.605
0.172,-0.266,-0.965,22.616
0.184,-0.27,-0.961,22.627
0.176,-0.27,-0.965,22.638
0.176,-0.27,-0.965,22.649
0.172,-0.266,-0.965,22.66
0.176,-0.262,-0.957,22.671
0.172,-0.254,-0.961,22.682
0.176,-0.25,-0.961,22.693
0.184,-0.246,-0.957,22.704
0.191,-0.246,-0.961,22.715
0.195,-0.242,-0.961,22.726
0.191,-0.242,-0.957,22.737
0.184,-0.246,-0.961,22.748
0.18,-0.25,-0.961,22.759
0.176,-0.242,-0.957,22.77
0.172,-0.23,-0.949,22.781
0.176,-0.246,-0.941,22.792
0.18,-0.25,-0.941,22.803
0.18,-0.246,-0.945,22.814
0.168,-0.246,-0.945,22.825
0.164,-0.242,-0.945,22.836
0.172,-0.246,-0.949,22.847
0.176,-0.242,-0.949,22.858
0.184,-0.238,-0.949,22.869
0.188,-0.242,-0.949,22.88
0.184,-0.246,-0.949,22.891
0.184,-0.25,-0.949,22.902
0.176,-0.258,-0.949,22.913
0.176,-0.258,-0.953,22.924
0.164,-0.254,-0.953,22.935
0.164,-0.254,-0.953,22.946
0.16,-0.258,-0.949,22.957
0.168,-0.246,-0.945,22.968
0.172,-0.25,-0.949,22.979
0.18,-0.246,-0.949,22.99
0.18,-0.25,-0.953,23.001
0.184,-0.254,-0.953,23.012
0.191,-0.25,-0.961,23.023
0.199,-0.246,-0.965,23.034
0.191,-0.238,-0.965,23.045
0.195,-0.238,-0.965,23.056
0.195,-0.238,-0.961,23.067
0.188,-0.234,-0.961,23.078
0.18,-0.242,-0.957,23.089
0.176,-0.242,-0.957,23.1
0.184,-0.242,-0.957,23.111
0.199,-0.242,-0.953,23.122
0.203,-0.242,-0.957,23.133
0.195,-0.242,-0.957,23.144
0.191,-0.238,-0.949,23.155
0.188,-0.234,-0.953,23.166
0.184,-0.238,-0.949,23.177
0.18,-0.238,-0.949,23.188
0.172,-0.238,-0.949,23.199
0.172,-0.242,-0.949,23.21
0.176,-0.246,-0.949,23.221
0.172,-0.246,-0.949,23.232
0.176,-0.254,-0.953,23.243
0.176,-0.246,-0.949,23.254
0.172,-0.242,-0.953,23.265
0.18,-0.234,-0.953,23.276
0.176,-0.242,-0.949,23.287
0.18,-0.246,-0.953,23.298
0.18,-0.246,-0.957,23.309
0.191,-0.242,-0.965,23.32
0.195,-0.242,-0.961,23.331
0.188,-0.242,-0.965,23.342
0.184,-0.242,-0.965,23.353
0.184,-0.242,-0.965,23.364
0.184,-0.242,-0.961,23.375
0.18,-0.242,-0.957,23.386
0.184,-0.242,-0.957,23.397
0.184,-0.242,-0.965,23.408
0.184,-0.242,-0.957,23.419
0.184,-0.242,-0.953,23.43
0.188,-0.242,-0.957,23.441
0.191,-0.238,-0.957,23.452
0.191,-0.238,-0.961,23.463
0.191,-0.234,-0.953,23.474
0.191,-0.242,-0.953,23.485
0.191,-0.242,-0.953,23.496
0.191,-0.242,-0.949,23.507
0.188,-0.242,-0.953,23.518
0.188,-0.242,-0.949,23.529
0.184,-0.246,-0.949,23.54
0.184,-0.242,-0.953,23.551
0.18,-0.242,-0.949,23.562
0.176,-0.242,-0.949,23.573
0.18,-0.238,-0.953,23.584
0.184,-0.242,-0.953,23.595
0.184,-0.242,-0.949,23.606
0.188,-0.242,-0.949,23.617
0.188,-0.242,-0.953,23.628
0.188,-0.242,-0.953,23.639
0.188,-0.242,-0.949,23.65
0.191,-0.25,-0.953,23.661
0.199,-0.246,-0.957,23.672
0.203,-0.246,-0.961,23.683
0.203,-0.246,-0.957,23.694
0.207,-0.242,-0.953,23.705
0.195,-0.242,-0.957,23.716
0.195,-0.242,-0.957,23.727
0.188,-0.242,-0.957,23.738
0.184,-0.246,-0.957,23.749
0.188,-0.25,-0.957,23.76
0.199,-0.234,-0.957,23.771
0.203,-0.242,-0.953,23.782
0.203,-0.242,-0.953,23.793
0.203,-0.242,-0.953,23.804
0.195,-0.242,-0.953,23.815
0.191,-0.238,-0.949,23.826
0.188,-0.242,-0.949,23.837
0.184,-0.242,-0.949,23.848
0.18,-0.242,-0.949,23.859
0.188,-0.242,-0.953,23.87
0.191,-0.242,-0.953,23.881
0.191,-0.242,-0.953,23.892
0.184,-0.238,-0.953,23.903
0.176,-0.238,-0.953,23.914
0.18,-0.242,-0.949,23.925
0.18,-0.242,-0.949,23.936
0.188,-0.242,-0.945,23.947
0.191,-0.242,-0.949,23.958
0.195,-0.238,-0.953,23.969
0.203,-0.238,-0.953,23.98
0.199,-0.238,-0.957,23.991
0.203,-0.242,-0.961,24.002
0.195,-0.242,-0.961,24.013
0.191,-0.238,-0.957,24.024
0.191,-0.242,-0.961,24.035
0.191,-0.242,-0.961,24.046
0.188,-0.246,-0.961,24.057
0.191,-0.246,-0.961,24.068
0.191,-0.242,-0.961,24.079
0.188,-0.246,-0.957,24.09
0.184,-0.242,-0.953,24.101
0.184,-0.242,-0.949,24.112
0.191,-0.234,-0.953,24.123
0.191,-0.238,-0.949,24.134
0.199,-0.238,-0.949,24.145
0.188,-0.238,-0.949,24.156
0.188,-0.238,-0.957,24.167
0.188,-0.238,-0.953,24.178
0.191,-0.238,-0.953,24.189
0.191,-0.238,-0.957,24.2
0.199,-0.238,-0.949,24.211
0.191,-0.238,-0.953,24.222
0.188,-0.234,-0.957,24.233
0.184,-0.238,-0.953,24.244
0.188,-0.238,-0.949,24.255
0.191,-0.234,-0.953,24.266
0.191,-0.242,-0.945,24.277
0.184,-0.238,-0.953,24.288
0.18,-0.238,-0.949,24.299
0.184,-0.23,-0.953,24.31
0.191,-0.23,-0.957,24.321
0.199,-0.234,-0.953,24.332
0.195,-0.238,-0.957,24.343
0.199,-0.238,-0.957,24.354
0.199,-0.238,-0.957,24.365
0.203,-0.242,-0.953,24.376
0.203,-0.246,-0.961,24.387
0.207,-0.242,-0.957,24.398
0.203,-0.242,-0.957,24.409
0.199,-0.234,-0.953,24.42
0.199,-0.238,-0.945,24.431
0.199,-0.242,-0.945,24.442
0.203,-0.242,-0.949,24.453
0.207,-0.242,-0.949,24.464
0.215,-0.25,-0.949,24.475
0.211,-0.246,-0.953,24.486
0.207,-0.246,-0.949,24.497
0.199,-0.246,-0.949,24.508
0.203,-0.25,-0.949,24.519
0.211,-0.25,-0.953,24.53
0.211,-0.25,-0.953,24.541
0.211,-0.254,-0.949,24.552
0.207,-0.258,-0.949,24.563
0.207,-0.254,-0.945,24.574
0.203,-0.254,-0.949,24.585
0.203,-0.25,-0.941,24.596
0.203,-0.25,-0.945,24.607
0.195,-0.246,-0.949,24.618
0.203,-0.246,-0.945,24.629
0.203,-0.242,-0.941,24.64
0.211,-0.25,-0.941,24.651
0.223,-0.25,-0.949,24.662
0.227,-0.246,-0.949,24.673
0.223,-0.246,-0.953,24.684
0.219,-0.246,-0.957,24.695
0.207,-0.246,-0.953,24.706
0.207,-0.246,-0.953,24.717
0.207,-0.246,-0.953,24.728
0.207,-0.242,-0.953,24.739
0.207,-0.246,-0.953,24.75
0.207,-0.234,-0.957,24.761
0.203,-0.234,-0.949,24.772
0.195,-0.238,-0.949,24.783
0.199,-0.242,-0.953,24.794
0.203,-0.242,-0.953,24.805
0.207,-0.242,-0.949,24.816
0.207,-0.246,-0.949,24.827
0.199,-0.242,-0.949,24.838
0.184,-0.242,-0.949,24.849
0.176,-0.246,-0.957,24.86
0.176,-0.246,-0.957,24.871
0.176,-0.246,-0.957,24.882
0.168,-0.242,-0.965,24.893
0.184,-0.246,-0.969,24.904
0.211,-0.258,-0.969,24.915
0.234,-0.27,-0.98,24.926
0.223,-0.293,-0.992,24.937
0.195,-0.32,-1,24.948
0.203,-0.352,-1,24.959
0.211,-0.363,-1,24.97
0.223,-0.359,-0.992,24.981
0.234,-0.336,-0.996,24.992
0.238,-0.309,-1.012,25.003
0.23,-0.293,-1.031,25.014
0.219,-0.281,-1.039,25.025
0.234,-0.273,-1.055,25.036
0.266,-0.266,-1.055,25.047
0.297,-0.266,-1.063,25.058
0.328,-0.262,-1.09,25.069
0.336,-0.27,-1.125,25.08
0.32,-0.273,-1.121,25.091
0.293,-0.277,-1.109,25.102
0.281,-0.277,-1.105,25.113
0.281,-0.281,-1.098,25.124
0.289,-0.281,-1.078,25.135
0.301,-0.293,-1.066,25.146
0.328,-0.309,-1.059,25.157
0.367,-0.328,-1.059,25.168
0.41,-0.348,-1.063,25.179
0.438,-0.379,-1.07,25.19
0.426,-0.41,-1.07,25.201
0.379,-0.434,-1.066,25.212
0.313,-0.445,-1.059,25.223
0.246,-0.465,-1.051,25.234
0.207,-0.488,-1.035,25.245
0.191,-0.5,-1.008,25.256
0.199,-0.523,-0.977,25.267
0.238,-0.531,-0.945,25.278
0.172,-0.395,-0.883,25.289
0.121,-0.277,-0.813,25.3
0.223,-0.371,-0.785,25.311
0.266,-0.531,-0.758,25.322
0.258,-0.465,-0.719,25.333
0.301,-0.477,-0.699,25.344
0.066,-0.516,-0.703,25.355
-0.086,-0.605,-0.727,25.366
-0.152,-0.781,-0.75,25.377
-0.141,-0.82,-0.762,25.388
0,-0.625,-0.754,25.399
0.086,-0.332,-0.68,25.41
0.152,-0.047,-0.648,25.421
0.285,0.094,-0.645,25.432
0.27,0.086,-0.656,25.443
0.148,-0.012,-0.695,25.454
0.051,-0.098,-0.723,25.465
0.02,-0.07,-0.75,25.476
0.035,0.004,-0.766,25.487
0.066,0.07,-0.777,25.498
0.082,0.109,-0.809,25.509
0.066,0.137,-0.828,25.52
0.051,0.16,-0.828,25.531
0.047,0.195,-0.832,25.542
0.055,0.246,-0.844,25.553
0.074,0.293,-0.859,25.564
0.082,0.32,-0.891,25.575
0.082,0.328,-0.914,25.586
0.078,0.324,-0.906,25.597
0.078,0.332,-0.887,25.608
0.086,0.348,-0.859,25.619
0.098,0.371,-0.824,25.63
0.105,0.391,-0.789,25.641
0.102,0.41,-0.766,25.652
0.098,0.43,-0.746,25.663
0.098,0.465,-0.723,25.674
0.098,0.488,-0.688,25.685
0.094,0.512,-0.676,25.696
0.094,0.535,-0.684,25.707
0.074,0.563,-0.699,25.718
0.059,0.59,-0.723,25.729
0.031,0.621,-0.734,25.74
0.012,0.664,-0.738,25.751
-0.004,0.684,-0.742,25.762
0.012,0.715,-0.754,25.773
0.039,0.75,-0.75,25.784
0.07,0.793,-0.746,25.795
0.07,0.844,-0.738,25.806
0.086,0.879,-0.734,25.817
0.082,0.891,-0.73,25.828
0.078,0.887,-0.734,25.839
0.074,0.895,-0.734,25.85
0.07,0.926,-0.719,25.861
0.066,0.996,-0.688,25.872
0.066,1.09,-0.672,25.883
0.082,1.176,-0.664,25.894
0.098,1.219,-0.668,25.905
0.121,1.215,-0.684,25.916
0.141,1.188,-0.699,25.927
0.16,1.133,-0.703,25.938
0.176,1.043,-0.688,25.949
0.199,0.934,-0.68,25.96
0.207,0.836,-0.676,25.971
0.195,0.762,-0.672,25.982
0.148,0.707,-0.668,25.993
0.078,0.68,-0.66,26.004
0.02,0.676,-0.652,26.015
0.004,0.688,-0.629,26.026
0.016,0.707,-0.613,26.037
0.023,0.723,-0.602,26.048
0.031,0.727,-0.605,26.059
0.047,0.73,-0.633,26.07
0.055,0.738,-0.66,26.081
0.063,0.742,-0.672,26.092
0.066,0.738,-0.668,26.103
0.066,0.734,-0.672,26.114
0.055,0.711,-0.738,26.125
0.012,0.688,-0.754,26.136
0.043,0.656,-0.738,26.147
0.191,0.645,-0.75,26.158
0.316,0.656,-0.762,26.169
0.352,0.66,-0.781,26.18
0.328,0.641,-0.805,26.191
0.336,0.617,-0.824,26.202
0.383,0.594,-0.84,26.213
0.445,0.598,-0.82,26.224
0.492,0.602,-0.766,26.235
0.512,0.613,-0.719,26.246
0.516,0.594,-0.707,26.257
0.52,0.574,-0.727,26.268
0.52,0.555,-0.773,26.279
0.504,0.539,-0.813,26.29
0.48,0.52,-0.828,26.301
0.445,0.5,-0.832,26.312
0.434,0.484,-0.824,26.323
0.422,0.48,-0.844,26.334
0.398,0.48,-0.828,26.345
0.383,0.488,-0.797,26.356
0.391,0.48,-0.793,26.367
0.422,0.477,-0.805,26.378
0.465,0.465,-0.805,26.389
0.496,0.473,-0.82,26.4
0.512,0.473,-0.816,26.411
0.5,0.48,-0.809,26.422
0.477,0.484,-0.801,26.433
0.453,0.496,-0.77,26.444
0.441,0.5,-0.727,26.455
0.434,0.508,-0.715,26.466
0.43,0.516,-0.727,26.477
0.449,0.531,-0.738,26.488
0.5,0.539,-0.762,26.499
0.555,0.547,-0.777,26.51
0.598,0.551,-0.793,26.521
0.605,0.547,-0.801,26.532
0.586,0.543,-0.809,26.543
0.555,0.543,-0.793,26.554
0.516,0.539,-0.766,26.565
0.496,0.531,-0.746,26.576
0.48,0.523,-0.723,26.587
0.461,0.523,-0.711,26.598
0.453,0.516,-0.699,26.609
0.453,0.512,-0.688,26.62
0.465,0.504,-0.68,26.631
0.461,0.508,-0.68,26.642
0.453,0.52,-0.684,26.653
0.445,0.527,-0.691,26.664
0.434,0.527,-0.695,26.675
0.43,0.531,-0.695,26.686
0.457,0.535,-0.707,26.697
0.48,0.535,-0.727,26.708
0.5,0.543,-0.738,26.719
0.508,0.543,-0.746,26.73
0.504,0.555,-0.758,26.741
0.477,0.543,-0.762,26.752
0.461,0.539,-0.766,26.763
0.453,0.535,-0.77,26.774
0.453,0.535,-0.762,26.785
0.457,0.535,-0.75,26.796
0.457,0.531,-0.742,26.807
0.469,0.535,-0.742,26.818
0.469,0.535,-0.742,26.829
0.445,0.535,-0.75,26.84
0.426,0.527,-0.75,26.851
0.41,0.52,-0.758,26.862
0.398,0.516,-0.754,26.873
0.395,0.512,-0.754,26.884
0.391,0.52,-0.754,26.895
0.383,0.516,-0.754,26.906
0.387,0.512,-0.75,26.917
0.402,0.516,-0.75,26.928
0.422,0.512,-0.75,26.939
0.426,0.52,-0.75,26.95
0.426,0.523,-0.754,26.961
0.422,0.52,-0.754,26.972
0.418,0.523,-0.754,26.983
0.426,0.523,-0.754,26.994
0.438,0.527,-0.758,27.005
0.453,0.531,-0.762,27.016
0.469,0.535,-0.766,27.027
0.477,0.531,-0.77,27.038
0.484,0.527,-0.766,27.049
0.496,0.527,-0.758,27.06
0.496,0.531,-0.75,27.071
0.488,0.531,-0.746,27.082
0.48,0.527,-0.738,27.093
0.473,0.52,-0.738,27.104
0.473,0.523,-0.734,27.115
0.473,0.523,-0.734,27.126
0.473,0.531,-0.734,27.137
0.465,0.531,-0.73,27.148
0.453,0.527,-0.734,27.159
0.445,0.52,-0.73,27.17
0.441,0.516,-0.727,27.181
0.434,0.516,-0.727,27.192
0.434,0.523,-0.727,27.203
0.438,0.52,-0.727,27.214
0.441,0.523,-0.734,27.225
0.449,0.535,-0.73,27.236
0.457,0.531,-0.723,27.247
0.461,0.527,-0.73,27.258
0.461,0.531,-0.727,27.269
0.461,0.527,-0.73,27.28
0.465,0.527,-0.738,27.291
0.473,0.52,-0.742,27.302
0.48,0.512,-0.75,27.313
0.484,0.512,-0.742,27.324
0.488,0.508,-0.746,27.335
0.488,0.508,-0.75,27.346
0.496,0.508,-0.734,27.357
0.504,0.508,-0.727,27.368
0.504,0.516,-0.723,27.379
0.504,0.52,-0.723,27.39
0.512,0.516,-0.723,27.401
0.527,0.523,-0.727,27.412
0.531,0.52,-0.723,27.423
0.531,0.523,-0.723,27.434
0.527,0.516,-0.723,27.445
0.52,0.52,-0.723,27.456
0.516,0.512,-0.719,27.467
0.508,0.512,-0.715,27.478
0.492,0.516,-0.707,27.489
0.484,0.512,-0.723,27.5
0.477,0.512,-0.719,27.511
0.473,0.512,-0.723,27.522
0.492,0.508,-0.715,27.533
0.508,0.508,-0.711,27.544
0.504,0.508,-0.715,27.555
0.504,0.508,-0.715,27.566
0.523,0.5,-0.707,27.577
0.563,0.5,-0.699,27.588
0.594,0.512,-0.684,27.599
0.574,0.52,-0.676,27.61
0.539,0.52,-0.68,27.621
0.516,0.512,-0.695,27.632
0.5,0.512,-0.719,27.643
0.504,0.508,-0.73,27.654
0.516,0.508,-0.734,27.665
0.52,0.504,-0.734,27.676
0.52,0.5,-0.73,27.687
0.531,0.5,-0.73,27.698
0.551,0.5,-0.719,27.709
0.57,0.504,-0.711,27.72
0.578,0.516,-0.711,27.731
0.563,0.508,-0.715,27.742
0.539,0.508,-0.719,27.753
0.527,0.504,-0.723,27.764
0.523,0.5,-0.723,27.775
0.527,0.496,-0.719,27.786
0.523,0.5,-0.719,27.797
0.523,0.504,-0.715,27.808
0.52,0.496,-0.711,27.819
0.527,0.496,-0.715,27.83
0.543,0.5,-0.715,27.841
0.547,0.496,-0.715,27.852
0.535,0.492,-0.719,27.863
0.527,0.484,-0.723,27.874
0.523,0.488,-0.723,27.885
0.527,0.488,-0.723,27.896
0.531,0.492,-0.723,27.907
0.527,0.492,-0.715,27.918
0.527,0.496,-0.711,27.929
0.523,0.492,-0.711,27.94
0.531,0.488,-0.719,27.951
0.527,0.492,-0.723,27.962
0.52,0.488,-0.727,27.973
0.512,0.488,-0.73,27.984
0.512,0.488,-0.734,27.995
0.516,0.484,-0.727,28.006
0.516,0.496,-0.727,28.017
0.52,0.496,-0.73,28.028
0.52,0.496,-0.73,28.039
0.523,0.492,-0.73,28.05
0.523,0.5,-0.73,28.061
0.52,0.496,-0.734,28.072
0.508,0.488,-0.734,28.083
0.512,0.492,-0.734,28.094
0.516,0.488,-0.73,28.105
0.52,0.496,-0.727,28.116
0.516,0.492,-0.727,28.127
0.512,0.488,-0.723,28.138
0.516,0.488,-0.727,28.149
0.52,0.492,-0.719,28.16
0.523,0.492,-0.723,28.171
0.523,0.492,-0.719,28.182
0.523,0.488,-0.723,28.193
0.52,0.488,-0.723,28.204
0.516,0.488,-0.723,28.215
0.512,0.496,-0.727,28.226
0.508,0.492,-0.723,28.237
0.516,0.488,-0.734,28.248
0.527,0.492,-0.73,28.259
0.531,0.488,-0.734,28.27
0.543,0.492,-0.73,28.281
0.539,0.496,-0.73,28.292
0.531,0.496,-0.734,28.303
0.52,0.492,-0.734,28.314
0.508,0.488,-0.738,28.325
0.512,0.484,-0.738,28.336
0.516,0.488,-0.734,28.347
0.516,0.492,-0.734,28.358
0.508,0.492,-0.734,28.369
0.508,0.488,-0.738,28.38
0.5,0.492,-0.738,28.391
0.496,0.496,-0.738,28.402
0.488,0.496,-0.738,28.413
0.492,0.484,-0.742,28.424
0.496,0.484,-0.738,28.435
0.492,0.484,-0.742,28.446
0.5,0.484,-0.742,28.457
0.504,0.488,-0.738,28.468
0.504,0.492,-0.734,28.479
0.496,0.484,-0.734,28.49
0.5,0.48,-0.738,28.501
0.5,0.484,-0.738,28.512
0.508,0.488,-0.738,28.523
0.504,0.488,-0.738,28.534
0.508,0.488,-0.738,28.545
0.512,0.484,-0.738,28.556
0.508,0.484,-0.742,28.567
0.508,0.48,-0.738,28.578
0.512,0.48,-0.738,28.589
0.512,0.484,-0.738,28.6
0.516,0.484,-0.734,28.611
0.516,0.492,-0.738,28.622
0.512,0.492,-0.742,28.633
0.496,0.488,-0.746,28.644
0.492,0.488,-0.75,28.655
0.492,0.488,-0.746,28.666
0.496,0.488,-0.746,28.677
0.496,0.492,-0.742,28.688
0.5,0.492,-0.738,28.699
0.504,0.496,-0.742,28.71
0.508,0.504,-0.746,28.721
0.504,0.484,-0.742,28.732
0.504,0.488,-0.738,28.743
0.504,0.488,-0.738,28.754
0.504,0.488,-0.738,28.765
0.504,0.488,-0.734,28.776
0.504,0.488,-0.738,28.787
0.5,0.488,-0.738,28.798
0.496,0.488,-0.738,28.809
0.488,0.484,-0.738,28.82
0.484,0.484,-0.738,28.831
0.492,0.48,-0.746,28.842
0.504,0.484,-0.742,28.853
0.512,0.488,-0.742,28.864
0.516,0.488,-0.742,28.875
0.52,0.488,-0.742,28.886
0.516,0.488,-0.742,28.897
0.512,0.488,-0.738,28.908
0.5,0.488,-0.738,28.919
0.5,0.484,-0.738,28.93
0.504,0.488,-0.742,28.941
0.5,0.492,-0.738,28.952
0.504,0.496,-0.746,28.963
0.508,0.488,-0.746,28.974
0.496,0.484,-0.746,28.985
0.492,0.488,-0.75,28.996
0.484,0.488,-0.75,29.007
0.48,0.488,-0.742,29.018
0.484,0.496,-0.738,29.029
0.492,0.496,-0.742,29.04
0.496,0.492,-0.742,29.051
0.492,0.492,-0.738,29.062
0.492,0.492,-0.742,29.073
0.488,0.492,-0.738,29.084
0.492,0.492,-0.742,29.095
0.5,0.488,-0.738,29.106
0.504,0.492,-0.738,29.117
0.512,0.488,-0.734,29.128
0.508,0.492,-0.742,29.139
0.496,0.492,-0.742,29.15
0.488,0.492,-0.742,29.161
0.492,0.496,-0.742,29.172
0.496,0.492,-0.738,29.183
0.492,0.492,-0.742,29.194
0.488,0.488,-0.742,29.205
0.492,0.504,-0.742,29.216
0.488,0.496,-0.742,29.227
0.488,0.492,-0.746,29.238
0.492,0.496,-0.746,29.249
0.488,0.492,-0.742,29.26
0.488,0.492,-0.742,29.271
0.48,0.496,-0.738,29.282
0.48,0.496,-0.742,29.293
0.484,0.492,-0.742,29.304
0.488,0.492,-0.742,29.315
0.492,0.496,-0.742,29.326
0.504,0.5,-0.738,29.337
0.496,0.5,-0.738,29.348
0.484,0.5,-0.738,29.359
0.484,0.496,-0.738,29.37
0.484,0.496,-0.738,29.381
0.48,0.504,-0.738,29.392
0.473,0.504,-0.738,29.403
0.461,0.496,-0.746,29.414
0.457,0.496,-0.75,29.425
0.477,0.496,-0.75,29.436
0.492,0.5,-0.75,29.447
0.504,0.5,-0.742,29.458
0.504,0.496,-0.75,29.469
0.496,0.496,-0.75,29.48
0.488,0.496,-0.742,29.491
0.484,0.504,-0.742,29.502
0.484,0.504,-0.742,29.513
0.477,0.504,-0.75,29.524
0.469,0.5,-0.75,29.535
0.473,0.504,-0.746,29.546
0.477,0.5,-0.75,29.557
0.48,0.504,-0.75,29.568
0.48,0.496,-0.75,29.579
0.473,0.5,-0.754,29.59
0.473,0.496,-0.746,29.601
0.477,0.5,-0.746,29.612
0.48,0.504,-0.742,29.623
0.484,0.5,-0.742,29.634
0.48,0.492,-0.746,29.645
0.477,0.5,-0.742,29.656
0.48,0.496,-0.746,29.667
0.48,0.5,-0.746,29.678
0.48,0.5,-0.738,29.689
0.488,0.5,-0.738,29.7
0.492,0.508,-0.746,29.711
0.473,0.5,-0.742,29.722
0.473,0.504,-0.746,29.733
0.48,0.504,-0.75,29.744
0.48,0.496,-0.746,29.755
0.477,0.496,-0.742,29.766
0.477,0.5,-0.746,29.777
0.477,0.504,-0.75,29.788
0.473,0.504,-0.754,29.799
0.473,0.5,-0.75,29.81
0.473,0.504,-0.746,29.821
0.473,0.504,-0.75,29.832
0.469,0.504,-0.75,29.843
0.457,0.508,-0.75,29.854
0.461,0.504,-0.746,29.865
0.465,0.504,-0.746,29.876
0.461,0.5,-0.746,29.887
0.465,0.5,-0.746,29.898
0.473,0.5,-0.746,29.909
0.477,0.504,-0.742,29.92
0.48,0.5,-0.742,29.931
0.48,0.496,-0.738,29.942
0.484,0.5,-0.746,29.953
0.48,0.5,-0.75,29.964
0.473,0.5,-0.742,29.975
0.469,0.5,-0.742,29.986
0.461,0.5,-0.746,29.997
0.457,0.5,-0.75,30.008
0.465,0.496,-0.75,30.019
0.48,0.496,-0.75,30.03
0.484,0.496,-0.75,30.041
0.492,0.492,-0.75,30.052
0.492,0.492,-0.746,30.063
0.488,0.496,-0.746,30.074
0.48,0.5,-0.75,30.085
0.473,0.504,-0.75,30.096
0.469,0.5,-0.746,30.107
0.477,0.496,-0.75,30.118
0.48,0.504,-0.746,30.129
0.48,0.504,-0.75,30.14
0.48,0.496,-0.75,30.151
0.48,0.496,-0.746,30.162
0.477,0.492,-0.746,30.173
0.477,0.496,-0.746,30.184
0.477,0.492,-0.746,30.195
0.48,0.504,-0.746,30.206
0.473,0.496,-0.742,30.217
0.477,0.496,-0.746,30.228
0.48,0.492,-0.746,30.239
0.48,0.496,-0.742,30.25
0.48,0.5,-0.738,30.261
0.484,0.492,-0.742,30.272
0.484,0.492,-0.75,30.283
0.484,0.5,-0.746,30.294
0.48,0.496,-0.746,30.305
0.484,0.492,-0.742,30.316
0.488,0.496,-0.746,30.327
0.5,0.496,-0.738,30.338
0.496,0.5,-0.738,30.349
0.496,0.492,-0.746,30.36
