Accelerometer X,Accelerometer Y,Accelerometer Z,Time(s)
-0.25,0.59,-0.801,57.904
-0.242,0.586,-0.797,57.915
-0.238,0.602,-0.797,57.926
-0.25,0.594,-0.797,57.937
-0.262,0.59,-0.801,57.948
-0.262,0.59,-0.801,57.959
-0.262,0.59,-0.801,57.97
-0.266,0.59,-0.801,57.981
-0.27,0.59,-0.801,57.992
-0.266,0.59,-0.801,58.003
-0.254,0.594,-0.797,58.014
-0.246,0.598,-0.801,58.025
-0.242,0.598,-0.805,58.036
-0.238,0.594,-0.805,58.047
-0.23,0.594,-0.801,58.058
-0.23,0.594,-0.801,58.069
-0.238,0.594,-0.801,58.08
-0.242,0.594,-0.797,58.091
-0.258,0.59,-0.793,58.102
-0.27,0.594,-0.797,58.113
-0.273,0.59,-0.797,58.124
-0.273,0.586,-0.801,58.135
-0.273,0.59,-0.801,58.146
-0.273,0.59,-0.797,58.157
-0.266,0.594,-0.797,58.168
-0.262,0.59,-0.801,58.179
-0.254,0.594,-0.801,58.19
-0.246,0.598,-0.801,58.201
-0.246,0.602,-0.801,58.212
-0.242,0.602,-0.801,58.223
-0.238,0.598,-0.797,58.234
-0.242,0.598,-0.793,58.245
-0.246,0.598,-0.797,58.256
-0.258,0.594,-0.801,58.267
-0.258,0.59,-0.801,58.278
-0.262,0.598,-0.801,58.289
-0.258,0.594,-0.801,58.3
-0.254,0.586,-0.801,58.311
-0.258,0.586,-0.801,58.322
-0.25,0.59,-0.801,58.333
-0.254,0.59,-0.801,58.344
-0.254,0.594,-0.797,58.355
-0.258,0.598,-0.797,58.366
-0.258,0.594,-0.801,58.377
-0.254,0.594,-0.797,58.388
-0.254,0.59,-0.801,58.399
-0.262,0.598,-0.797,58.41
-0.254,0.609,-0.801,58.421
-0.254,0.594,-0.797,58.432
-0.254,0.59,-0.793,58.443
-0.262,0.594,-0.797,58.454
-0.258,0.594,-0.793,58.465
-0.254,0.594,-0.797,58.476
-0.254,0.59,-0.801,58.487
-0.258,0.598,-0.797,58.498
-0.254,0.594,-0.797,58.509
-0.246,0.594,-0.797,58.52
-0.25,0.594,-0.801,58.531
-0.254,0.594,-0.797,58.542
-0.25,0.594,-0.793,58.553
-0.246,0.598,-0.789,58.564
-0.25,0.602,-0.789,58.575
-0.254,0.602,-0.793,58.586
-0.266,0.598,-0.797,58.597
-0.27,0.594,-0.801,58.608
-0.266,0.598,-0.801,58.619
-0.262,0.598,-0.801,58.63
-0.262,0.594,-0.797,58.641
-0.262,0.59,-0.801,58.652
-0.258,0.594,-0.797,58.663
-0.25,0.59,-0.801,58.674
-0.25,0.594,-0.793,58.685
-0.25,0.598,-0.797,58.696
-0.258,0.598,-0.797,58.707
-0.266,0.59,-0.793,58.718
-0.266,0.594,-0.793,58.729
-0.27,0.594,-0.793,58.74
-0.27,0.594,-0.797,58.751
-0.262,0.594,-0.801,58.762
-0.262,0.594,-0.793,58.773
-0.254,0.59,-0.797,58.784
-0.25,0.598,-0.797,58.795
-0.238,0.602,-0.797,58.806
-0.238,0.598,-0.801,58.817
-0.238,0.594,-0.797,58.828
-0.246,0.594,-0.797,58.839
-0.25,0.598,-0.797,58.85
-0.258,0.602,-0.789,58.861
-0.27,0.602,-0.789,58.872
-0.277,0.59,-0.789,58.883
-0.285,0.586,-0.789,58.894
-0.277,0.594,-0.789,58.905
-0.262,0.598,-0.789,58.916
-0.27,0.594,-0.793,58.927
-0.262,0.598,-0.797,58.938
-0.258,0.594,-0.793,58.949
-0.254,0.594,-0.797,58.96
-0.25,0.598,-0.797,58.971
-0.246,0.594,-0.797,58.982
-0.25,0.602,-0.797,58.993
-0.246,0.605,-0.797,59.004
-0.25,0.602,-0.793,59.015
-0.258,0.594,-0.789,59.026
-0.254,0.594,-0.793,59.037
-0.258,0.598,-0.797,59.048
-0.262,0.602,-0.797,59.059
-0.254,0.594,-0.801,59.07
-0.254,0.594,-0.797,59.081
-0.262,0.594,-0.797,59.092
-0.262,0.594,-0.797,59.103
-0.262,0.594,-0.797,59.114
-0.25,0.598,-0.797,59.125
-0.254,0.602,-0.797,59.136
-0.25,0.598,-0.797,59.147
-0.254,0.598,-0.801,59.158
-0.254,0.598,-0.801,59.169
-0.258,0.594,-0.797,59.18
-0.258,0.59,-0.805,59.191
-0.262,0.59,-0.805,59.202
-0.266,0.59,-0.801,59.213
-0.266,0.598,-0.793,59.224
-0.258,0.594,-0.785,59.235
-0.258,0.598,-0.793,59.246
-0.258,0.594,-0.789,59.257
-0.254,0.598,-0.793,59.268
-0.254,0.598,-0.797,59.279
-0.258,0.598,-0.801,59.29
-0.262,0.598,-0.801,59.301
-0.254,0.598,-0.801,59.312
-0.258,0.598,-0.793,59.323
-0.258,0.594,-0.789,59.334
-0.254,0.594,-0.785,59.345
-0.262,0.598,-0.785,59.356
-0.266,0.602,-0.789,59.367
-0.27,0.598,-0.789,59.378
-0.27,0.602,-0.793,59.389
-0.266,0.602,-0.797,59.4
-0.266,0.605,-0.801,59.411
-0.258,0.59,-0.797,59.422
-0.254,0.602,-0.793,59.433
-0.258,0.605,-0.801,59.444
-0.258,0.605,-0.801,59.455
-0.262,0.609,-0.801,59.466
-0.262,0.617,-0.797,59.477
-0.281,0.629,-0.797,59.488
-0.301,0.637,-0.801,59.499
-0.32,0.641,-0.797,59.51
-0.328,0.645,-0.797,59.521
-0.324,0.66,-0.797,59.532
-0.316,0.676,-0.797,59.543
-0.313,0.691,-0.777,59.554
-0.313,0.695,-0.758,59.565
-0.316,0.699,-0.734,59.576
-0.316,0.711,-0.688,59.587
-0.309,0.738,-0.676,59.598
-0.332,0.773,-0.676,59.609
-0.375,0.805,-0.695,59.62
-0.395,0.824,-0.719,59.631
-0.367,0.832,-0.75,59.642
-0.332,0.84,-0.789,59.653
-0.309,0.875,-0.82,59.664
-0.289,0.906,-0.832,59.675
-0.277,0.906,-0.832,59.686
-0.25,0.867,-0.813,59.697
-0.254,0.852,-0.789,59.708
-0.285,0.859,-0.773,59.719
-0.305,0.848,-0.766,59.73
-0.309,0.805,-0.758,59.741
-0.305,0.742,-0.758,59.752
-0.297,0.672,-0.754,59.763
-0.297,0.613,-0.758,59.774
-0.313,0.555,-0.738,59.785
-0.305,0.496,-0.707,59.796
-0.254,0.426,-0.68,59.807
-0.184,0.359,-0.668,59.818
-0.133,0.301,-0.672,59.829
-0.105,0.242,-0.699,59.84
-0.102,0.172,-0.734,59.851
-0.105,0.102,-0.766,59.862
-0.109,0.039,-0.781,59.873
-0.098,-0.012,-0.781,59.884
-0.074,-0.055,-0.777,59.895
-0.027,-0.102,-0.781,59.906
0.004,-0.156,-0.809,59.917
0.031,-0.211,-0.855,59.928
0.043,-0.266,-0.887,59.939
0.039,-0.305,-0.898,59.95
0.016,-0.316,-0.875,59.961
0.016,-0.305,-0.836,59.972
0.016,-0.277,-0.82,59.983
0.02,-0.234,-0.813,59.994
0.043,-0.215,-0.82,60.005
0.102,-0.23,-0.844,60.016
0.137,-0.258,-0.852,60.027
0.18,-0.301,-0.855,60.038
0.23,-0.344,-0.859,60.049
0.281,-0.383,-0.852,60.06
0.324,-0.426,-0.859,60.071
0.348,-0.473,-0.871,60.082
0.344,-0.52,-0.891,60.093
0.332,-0.547,-0.902,60.104
0.328,-0.566,-0.902,60.115
0.332,-0.586,-0.883,60.126
0.324,-0.602,-0.863,60.137
0.332,-0.602,-0.848,60.148
0.344,-0.586,-0.832,60.159
0.363,-0.566,-0.832,60.17
0.375,-0.547,-0.824,60.181
0.387,-0.535,-0.828,60.192
0.387,-0.523,-0.816,60.203
0.379,-0.504,-0.809,60.214
0.379,-0.484,-0.801,60.225
0.379,-0.473,-0.785,60.236
0.379,-0.461,-0.754,60.247
0.402,-0.445,-0.727,60.258
0.441,-0.43,-0.703,60.269
0.48,-0.414,-0.676,60.28
0.527,-0.41,-0.648,60.291
0.566,-0.398,-0.633,60.302
0.598,-0.391,-0.621,60.313
0.621,-0.395,-0.621,60.324
0.664,-0.398,-0.613,60.335
0.727,-0.43,-0.617,60.346
0.785,-0.449,-0.637,60.357
0.855,-0.469,-0.656,60.368
0.914,-0.484,-0.684,60.379
0.941,-0.496,-0.699,60.39
0.91,-0.492,-0.711,60.401
0.824,-0.504,-0.73,60.412
0.738,-0.512,-0.766,60.423
0.699,-0.523,-0.789,60.434
0.695,-0.52,-0.793,60.445
0.691,-0.504,-0.789,60.456
0.664,-0.473,-0.781,60.467
0.656,-0.445,-0.754,60.478
0.684,-0.43,-0.719,60.489
0.711,-0.402,-0.688,60.5
0.734,-0.383,-0.656,60.511
0.762,-0.359,-0.633,60.522
0.785,-0.348,-0.617,60.533
0.816,-0.336,-0.617,60.544
0.836,-0.32,-0.617,60.555
0.844,-0.316,-0.625,60.566
0.828,-0.305,-0.617,60.577
0.805,-0.285,-0.598,60.588
0.797,-0.273,-0.566,60.599
0.785,-0.262,-0.543,60.61
0.785,-0.266,-0.523,60.621
0.793,-0.27,-0.5,60.632
0.797,-0.273,-0.473,60.643
0.82,-0.27,-0.445,60.654
0.852,-0.266,-0.422,60.665
0.883,-0.258,-0.406,60.676
0.902,-0.254,-0.395,60.687
0.898,-0.266,-0.379,60.698
0.879,-0.266,-0.371,60.709
0.863,-0.27,-0.367,60.72
0.852,-0.27,-0.363,60.731
0.852,-0.273,-0.367,60.742
0.863,-0.289,-0.371,60.753
0.879,-0.289,-0.379,60.764
0.883,-0.293,-0.379,60.775
0.898,-0.293,-0.375,60.786
0.914,-0.281,-0.363,60.797
0.93,-0.273,-0.348,60.808
0.957,-0.254,-0.332,60.819
0.973,-0.254,-0.32,60.83
0.977,-0.25,-0.313,60.841
0.977,-0.246,-0.305,60.852
0.98,-0.242,-0.293,60.863
0.988,-0.234,-0.289,60.874
0.992,-0.234,-0.285,60.885
1.004,-0.227,-0.281,60.896
1.004,-0.238,-0.266,60.907
1.02,-0.234,-0.266,60.918
1.023,-0.227,-0.25,60.929
1.02,-0.227,-0.234,60.94
1.012,-0.219,-0.223,60.951
1.016,-0.223,-0.215,60.962
1.02,-0.219,-0.215,60.973
1.023,-0.219,-0.219,60.984
1.031,-0.219,-0.23,60.995
1.031,-0.223,-0.234,61.006
1.031,-0.227,-0.238,61.017
1.031,-0.234,-0.242,61.028
1.031,-0.238,-0.242,61.039
1.023,-0.234,-0.234,61.05
1.016,-0.23,-0.227,61.061
1.012,-0.219,-0.219,61.072
1,-0.219,-0.219,61.083
0.996,-0.223,-0.227,61.094
0.977,-0.23,-0.234,61.105
0.969,-0.234,-0.238,61.116
0.965,-0.234,-0.246,61.127
0.965,-0.234,-0.254,61.138
0.965,-0.234,-0.258,61.149
0.969,-0.234,-0.262,61.16
0.969,-0.227,-0.27,61.171
0.969,-0.223,-0.27,61.182
0.969,-0.223,-0.27,61.193
0.977,-0.219,-0.27,61.204
0.98,-0.219,-0.27,61.215
0.98,-0.215,-0.27,61.226
0.977,-0.215,-0.27,61.237
0.965,-0.219,-0.27,61.248
0.949,-0.219,-0.281,61.259
0.938,-0.23,-0.285,61.27
0.926,-0.23,-0.297,61.281
0.918,-0.227,-0.301,61.292
0.93,-0.227,-0.305,61.303
0.945,-0.219,-0.305,61.314
0.957,-0.211,-0.305,61.325
0.965,-0.199,-0.305,61.336
0.965,-0.195,-0.305,61.347
0.953,-0.199,-0.309,61.358
0.945,-0.203,-0.309,61.369
0.949,-0.199,-0.309,61.38
0.957,-0.188,-0.316,61.391
0.961,-0.199,-0.324,61.402
0.965,-0.203,-0.324,61.413
0.965,-0.203,-0.324,61.424
0.957,-0.207,-0.324,61.435
0.945,-0.215,-0.328,61.446
0.957,-0.215,-0.328,61.457
0.973,-0.223,-0.328,61.468
0.977,-0.23,-0.328,61.479
0.969,-0.234,-0.328,61.49
0.949,-0.246,-0.332,61.501
0.934,-0.25,-0.332,61.512
0.93,-0.25,-0.336,61.523
0.934,-0.242,-0.34,61.534
0.953,-0.234,-0.352,61.545
0.961,-0.23,-0.352,61.556
0.953,-0.23,-0.355,61.567
0.941,-0.234,-0.355,61.578
0.926,-0.23,-0.363,61.589
0.918,-0.23,-0.367,61.6
0.91,-0.234,-0.367,61.611
0.922,-0.238,-0.367,61.622
0.926,-0.238,-0.367,61.633
0.93,-0.242,-0.355,61.644
0.918,-0.23,-0.355,61.655
0.898,-0.234,-0.352,61.666
0.891,-0.234,-0.348,61.677
0.895,-0.238,-0.352,61.688
0.91,-0.234,-0.355,61.699
0.922,-0.223,-0.363,61.71
0.926,-0.219,-0.371,61.721
0.922,-0.215,-0.383,61.732
0.906,-0.223,-0.391,61.743
0.898,-0.227,-0.391,61.754
0.898,-0.23,-0.395,61.765
0.906,-0.23,-0.391,61.776
0.918,-0.234,-0.391,61.787
0.918,-0.23,-0.383,61.798
0.926,-0.234,-0.375,61.809
0.922,-0.234,-0.375,61.82
0.922,-0.234,-0.379,61.831
0.926,-0.238,-0.387,61.842
0.926,-0.23,-0.391,61.853
0.93,-0.234,-0.395,61.864
0.922,-0.238,-0.395,61.875
0.922,-0.234,-0.395,61.886
0.922,-0.242,-0.395,61.897
0.926,-0.238,-0.391,61.908
0.93,-0.238,-0.387,61.919
0.93,-0.238,-0.387,61.93
0.93,-0.246,-0.379,61.941
0.914,-0.25,-0.375,61.952
0.906,-0.25,-0.371,61.963
0.906,-0.242,-0.371,61.974
0.91,-0.238,-0.371,61.985
0.91,-0.234,-0.371,61.996
0.914,-0.23,-0.375,62.007
0.91,-0.227,-0.375,62.018
0.918,-0.23,-0.379,62.029
0.918,-0.23,-0.379,62.04
0.922,-0.242,-0.375,62.051
0.918,-0.242,-0.375,62.062
0.914,-0.238,-0.371,62.073
0.918,-0.234,-0.371,62.084
0.918,-0.23,-0.367,62.095
0.918,-0.227,-0.371,62.106
0.918,-0.23,-0.379,62.117
0.922,-0.223,-0.379,62.128
0.926,-0.223,-0.379,62.139
0.926,-0.23,-0.379,62.15
0.93,-0.234,-0.379,62.161
0.93,-0.234,-0.375,62.172
0.934,-0.23,-0.367,62.183
0.938,-0.234,-0.367,62.194
0.945,-0.23,-0.359,62.205
0.949,-0.227,-0.363,62.216
0.941,-0.223,-0.367,62.227
0.938,-0.227,-0.367,62.238
0.934,-0.23,-0.371,62.249
0.934,-0.227,-0.363,62.26
0.93,-0.227,-0.363,62.271
0.934,-0.227,-0.359,62.282
0.941,-0.23,-0.359,62.293
0.938,-0.23,-0.352,62.304
0.934,-0.23,-0.355,62.315
0.938,-0.234,-0.359,62.326
0.934,-0.23,-0.359,62.337
0.934,-0.227,-0.355,62.348
0.93,-0.227,-0.355,62.359
0.93,-0.227,-0.359,62.37
0.941,-0.219,-0.359,62.381
0.938,-0.23,-0.359,62.392
0.934,-0.23,-0.367,62.403
0.934,-0.227,-0.363,62.414
0.93,-0.23,-0.359,62.425
0.922,-0.23,-0.355,62.436
0.922,-0.23,-0.359,62.447
0.918,-0.23,-0.359,62.458
0.926,-0.227,-0.359,62.469
0.934,-0.227,-0.352,62.48
0.934,-0.223,-0.355,62.491
0.93,-0.223,-0.363,62.502
0.93,-0.223,-0.367,62.513
0.93,-0.223,-0.367,62.524
0.93,-0.227,-0.367,62.535
0.93,-0.227,-0.363,62.546
0.926,-0.227,-0.363,62.557
0.926,-0.227,-0.363,62.568
0.926,-0.227,-0.359,62.579
0.926,-0.227,-0.359,62.59
0.918,-0.227,-0.363,62.601
0.918,-0.223,-0.363,62.612
0.926,-0.223,-0.367,62.623
0.934,-0.227,-0.367,62.634
0.941,-0.23,-0.371,62.645
0.934,-0.23,-0.367,62.656
0.934,-0.227,-0.359,62.667
0.93,-0.23,-0.367,62.678
0.934,-0.227,-0.367,62.689
0.93,-0.227,-0.359,62.7
0.934,-0.223,-0.363,62.711
0.926,-0.223,-0.363,62.722
0.926,-0.219,-0.371,62.733
0.926,-0.215,-0.375,62.744
0.93,-0.215,-0.375,62.755
0.93,-0.219,-0.371,62.766
0.934,-0.215,-0.367,62.777
0.93,-0.219,-0.367,62.788
0.926,-0.223,-0.363,62.799
0.922,-0.219,-0.363,62.81
0.926,-0.215,-0.359,62.821
0.93,-0.219,-0.359,62.832
0.938,-0.215,-0.355,62.843
0.945,-0.219,-0.359,62.854
0.941,-0.223,-0.367,62.865
0.938,-0.211,-0.367,62.876
0.93,-0.215,-0.363,62.887
0.934,-0.215,-0.371,62.898
0.934,-0.219,-0.363,62.909
0.938,-0.215,-0.359,62.92
0.93,-0.215,-0.355,62.931
0.93,-0.215,-0.355,62.942
0.934,-0.215,-0.355,62.953
0.93,-0.215,-0.359,62.964
0.934,-0.219,-0.355,62.975
0.934,-0.219,-0.355,62.986
0.934,-0.215,-0.352,62.997
0.93,-0.215,-0.352,63.008
0.93,-0.215,-0.355,63.019
0.93,-0.211,-0.355,63.03
0.934,-0.215,-0.363,63.041
0.934,-0.219,-0.367,63.052
0.93,-0.215,-0.371,63.063
0.926,-0.215,-0.367,63.074
0.926,-0.215,-0.363,63.085
0.93,-0.215,-0.359,63.096
0.93,-0.215,-0.355,63.107
0.93,-0.215,-0.355,63.118
0.934,-0.215,-0.359,63.129
0.938,-0.215,-0.367,63.14
0.934,-0.211,-0.367,63.151
0.934,-0.215,-0.371,63.162
0.934,-0.211,-0.371,63.173
0.934,-0.211,-0.363,63.184
0.93,-0.211,-0.355,63.195
0.934,-0.211,-0.352,63.206
0.938,-0.211,-0.355,63.217
0.938,-0.211,-0.352,63.228
0.934,-0.211,-0.352,63.239
0.934,-0.211,-0.348,63.25
0.934,-0.211,-0.344,63.261
0.938,-0.211,-0.34,63.272
0.941,-0.211,-0.344,63.283
0.945,-0.211,-0.344,63.294
0.945,-0.211,-0.344,63.305
0.938,-0.211,-0.348,63.316
0.93,-0.211,-0.352,63.327
0.934,-0.207,-0.352,63.338
0.934,-0.211,-0.352,63.349
0.941,-0.211,-0.355,63.36
0.949,-0.199,-0.355,63.371
0.945,-0.211,-0.352,63.382
0.941,-0.207,-0.348,63.393
0.938,-0.207,-0.348,63.404
0.938,-0.207,-0.348,63.415
0.934,-0.211,-0.344,63.426
0.938,-0.211,-0.344,63.437
0.941,-0.211,-0.344,63.448
0.938,-0.207,-0.344,63.459
0.938,-0.211,-0.344,63.47
0.934,-0.211,-0.344,63.481
0.934,-0.211,-0.344,63.492
0.934,-0.211,-0.344,63.503
0.938,-0.211,-0.344,63.514
0.949,-0.211,-0.348,63.525
0.949,-0.211,-0.348,63.536
0.941,-0.211,-0.348,63.547
0.938,-0.211,-0.352,63.558
0.938,-0.211,-0.355,63.569
0.938,-0.207,-0.355,63.58
0.934,-0.207,-0.352,63.591
0.934,-0.207,-0.352,63.602
0.934,-0.211,-0.355,63.613
0.934,-0.207,-0.348,63.624
0.934,-0.211,-0.352,63.635
0.934,-0.211,-0.352,63.646
0.93,-0.211,-0.348,63.657
0.926,-0.211,-0.348,63.668
0.926,-0.207,-0.352,63.679
0.934,-0.211,-0.355,63.69
0.941,-0.211,-0.355,63.701
0.945,-0.215,-0.352,63.712
0.941,-0.215,-0.355,63.723
0.934,-0.211,-0.355,63.734
0.926,-0.211,-0.348,63.745
0.926,-0.215,-0.348,63.756
0.93,-0.211,-0.348,63.767
0.93,-0.211,-0.352,63.778
0.938,-0.211,-0.352,63.789
0.949,-0.207,-0.348,63.8
0.957,-0.211,-0.344,63.811
0.969,-0.211,-0.344,63.822
0.984,-0.215,-0.344,63.833
0.996,-0.223,-0.348,63.844
1.012,-0.227,-0.344,63.855
1.016,-0.219,-0.344,63.866
1.016,-0.238,-0.355,63.877
1.031,-0.242,-0.371,63.888
1.055,-0.254,-0.375,63.899
1.059,-0.266,-0.375,63.91
1.043,-0.285,-0.383,63.921
1.023,-0.301,-0.395,63.932
1.016,-0.324,-0.398,63.943
1.023,-0.352,-0.406,63.954
1.039,-0.359,-0.41,63.965
1.043,-0.367,-0.422,63.976
1.016,-0.379,-0.398,63.987
1.031,-0.418,-0.371,63.998
1.098,-0.453,-0.371,64.009
1.164,-0.469,-0.387,64.02
1.168,-0.469,-0.402,64.031
1.121,-0.473,-0.414,64.042
1.051,-0.48,-0.426,64.053
0.988,-0.496,-0.426,64.064
0.965,-0.496,-0.418,64.075
0.961,-0.48,-0.414,64.086
0.949,-0.465,-0.41,64.097
0.941,-0.469,-0.406,64.108
0.914,-0.477,-0.414,64.119
0.887,-0.488,-0.418,64.13
0.863,-0.488,-0.422,64.141
0.844,-0.48,-0.418,64.152
0.836,-0.465,-0.422,64.163
0.832,-0.465,-0.426,64.174
0.82,-0.473,-0.43,64.185
0.801,-0.477,-0.441,64.196
0.781,-0.488,-0.453,64.207
0.77,-0.496,-0.48,64.218
0.762,-0.488,-0.496,64.229
0.742,-0.488,-0.504,64.24
0.723,-0.48,-0.516,64.251
0.711,-0.477,-0.527,64.262
0.699,-0.477,-0.551,64.273
0.68,-0.473,-0.566,64.284
0.668,-0.465,-0.594,64.295
0.668,-0.461,-0.621,64.306
0.664,-0.453,-0.633,64.317
0.645,-0.445,-0.648,64.328
0.621,-0.438,-0.641,64.339
0.598,-0.434,-0.648,64.35
0.586,-0.418,-0.648,64.361
0.586,-0.398,-0.641,64.372
0.59,-0.371,-0.641,64.383
0.574,-0.34,-0.648,64.394
0.539,-0.316,-0.668,64.405
0.5,-0.309,-0.691,64.416
0.469,-0.289,-0.719,64.427
0.453,-0.262,-0.75,64.438
0.441,-0.223,-0.785,64.449
0.422,-0.195,-0.816,64.46
0.395,-0.16,-0.84,64.471
0.379,-0.129,-0.859,64.482
0.352,-0.094,-0.852,64.493
0.348,-0.066,-0.836,64.504
0.359,-0.047,-0.816,64.515
0.367,-0.02,-0.801,64.526
0.336,0.004,-0.793,64.537
0.297,0.035,-0.781,64.548
0.262,0.07,-0.773,64.559
0.227,0.113,-0.766,64.57
0.195,0.152,-0.758,64.581
0.164,0.184,-0.758,64.592
0.148,0.211,-0.75,64.603
0.148,0.242,-0.746,64.614
0.148,0.27,-0.742,64.625
0.145,0.293,-0.746,64.636
0.125,0.324,-0.762,64.647
0.113,0.344,-0.777,64.658
0.066,0.367,-0.793,64.669
0.016,0.371,-0.816,64.68
-0.047,0.367,-0.836,64.691
-0.094,0.363,-0.852,64.702
-0.129,0.363,-0.852,64.713
-0.172,0.375,-0.852,64.724
-0.219,0.379,-0.852,64.735
-0.258,0.383,-0.844,64.746
-0.297,0.391,-0.84,64.757
-0.352,0.402,-0.828,64.768
-0.406,0.426,-0.813,64.779
-0.449,0.457,-0.801,64.79
-0.496,0.488,-0.797,64.801
-0.543,0.523,-0.793,64.812
-0.578,0.551,-0.797,64.823
-0.602,0.578,-0.805,64.834
-0.613,0.602,-0.82,64.845
-0.617,0.641,-0.832,64.856
-0.625,0.656,-0.836,64.867
-0.598,0.676,-0.852,64.878
-0.551,0.688,-0.852,64.889
-0.5,0.715,-0.852,64.9
-0.438,0.762,-0.855,64.911
-0.375,0.824,-0.848,64.922
-0.324,0.883,-0.844,64.933
-0.289,0.906,-0.836,64.944
-0.285,0.883,-0.828,64.955
-0.332,0.828,-0.813,64.966
-0.379,0.77,-0.793,64.977
-0.387,0.707,-0.77,64.988
-0.375,0.656,-0.75,64.999
-0.367,0.617,-0.738,65.01
-0.371,0.578,-0.723,65.021
-0.379,0.547,-0.727,65.032
-0.379,0.523,-0.73,65.043
-0.379,0.512,-0.738,65.054
-0.379,0.492,-0.746,65.065
-0.387,0.48,-0.762,65.076
-0.395,0.473,-0.766,65.087
-0.391,0.473,-0.766,65.098
-0.383,0.477,-0.762,65.109
-0.371,0.488,-0.758,65.12
-0.363,0.5,-0.762,65.131
-0.359,0.508,-0.766,65.142
-0.359,0.52,-0.766,65.153
-0.367,0.523,-0.781,65.164
-0.395,0.527,-0.785,65.175
-0.418,0.52,-0.789,65.186
-0.418,0.512,-0.797,65.197
-0.406,0.512,-0.801,65.208
-0.395,0.504,-0.797,65.219
-0.387,0.5,-0.801,65.23
-0.383,0.496,-0.805,65.241
-0.371,0.496,-0.813,65.252
-0.359,0.5,-0.82,65.263
-0.359,0.504,-0.832,65.274
-0.363,0.508,-0.836,65.285
-0.355,0.508,-0.848,65.296
-0.348,0.516,-0.852,65.307
-0.344,0.527,-0.852,65.318
-0.332,0.539,-0.855,65.329
-0.328,0.543,-0.855,65.34
-0.332,0.559,-0.848,65.351
-0.336,0.551,-0.84,65.362
-0.34,0.559,-0.836,65.373
-0.355,0.559,-0.832,65.384
-0.367,0.551,-0.816,65.395
-0.379,0.547,-0.809,65.406
-0.383,0.547,-0.801,65.417
-0.395,0.547,-0.797,65.428
-0.418,0.539,-0.785,65.439
-0.41,0.523,-0.777,65.45
-0.391,0.52,-0.773,65.461
-0.387,0.52,-0.766,65.472
-0.387,0.527,-0.766,65.483
-0.395,0.52,-0.762,65.494
-0.395,0.508,-0.758,65.505
-0.387,0.508,-0.758,65.516
-0.387,0.516,-0.758,65.527
-0.387,0.52,-0.762,65.538
-0.391,0.516,-0.77,65.549
-0.391,0.512,-0.773,65.56
-0.383,0.508,-0.777,65.571
-0.383,0.504,-0.789,65.582
-0.371,0.508,-0.793,65.593
-0.363,0.512,-0.801,65.604
-0.371,0.516,-0.805,65.615
-0.375,0.512,-0.805,65.626
-0.379,0.512,-0.809,65.637
-0.391,0.516,-0.82,65.648
-0.395,0.523,-0.832,65.659
-0.387,0.52,-0.836,65.67
-0.359,0.512,-0.82,65.681
-0.344,0.516,-0.824,65.692
-0.355,0.52,-0.828,65.703
-0.375,0.527,-0.832,65.714
-0.379,0.527,-0.828,65.725
-0.379,0.535,-0.82,65.736
-0.379,0.535,-0.809,65.747
-0.367,0.543,-0.805,65.758
-0.352,0.543,-0.797,65.769
-0.359,0.555,-0.793,65.78
-0.367,0.559,-0.781,65.791
-0.375,0.559,-0.777,65.802
-0.395,0.563,-0.777,65.813
-0.402,0.563,-0.773,65.824
-0.406,0.555,-0.77,65.835
-0.41,0.566,-0.758,65.846
-0.41,0.559,-0.75,65.857
-0.41,0.551,-0.754,65.868
-0.402,0.551,-0.746,65.879
-0.391,0.547,-0.746,65.89
-0.395,0.555,-0.746,65.901
-0.406,0.559,-0.75,65.912
-0.41,0.566,-0.754,65.923
-0.402,0.551,-0.762,65.934
-0.395,0.531,-0.77,65.945
-0.402,0.523,-0.77,65.956
-0.418,0.531,-0.777,65.967
-0.41,0.535,-0.781,65.978
-0.387,0.531,-0.789,65.989
-0.379,0.531,-0.793,66
-0.391,0.535,-0.789,66.011
-0.383,0.527,-0.789,66.022
-0.379,0.531,-0.797,66.033
-0.371,0.535,-0.797,66.044
-0.371,0.547,-0.805,66.055
-0.375,0.539,-0.809,66.066
-0.379,0.531,-0.809,66.077
-0.379,0.535,-0.805,66.088
-0.367,0.535,-0.801,66.099
-0.352,0.527,-0.801,66.11
-0.348,0.523,-0.801,66.121
-0.352,0.531,-0.801,66.132
-0.367,0.531,-0.801,66.143
-0.371,0.531,-0.801,66.154
-0.367,0.531,-0.793,66.165
-0.355,0.535,-0.781,66.176
-0.359,0.539,-0.785,66.187
-0.367,0.535,-0.789,66.198
-0.367,0.535,-0.785,66.209
-0.355,0.535,-0.785,66.22
-0.348,0.543,-0.789,66.231
-0.336,0.539,-0.793,66.242
-0.34,0.539,-0.793,66.253
-0.34,0.539,-0.785,66.264
-0.34,0.547,-0.785,66.275
-0.359,0.551,-0.781,66.286
-0.379,0.547,-0.777,66.297
-0.379,0.551,-0.777,66.308
-0.371,0.551,-0.777,66.319
-0.367,0.551,-0.773,66.33
-0.363,0.555,-0.785,66.341
-0.363,0.543,-0.785,66.352
-0.359,0.539,-0.793,66.363
-0.359,0.543,-0.793,66.374
-0.367,0.543,-0.797,66.385
-0.359,0.543,-0.797,66.396
-0.348,0.551,-0.789,66.407
-0.352,0.547,-0.793,66.418
-0.355,0.547,-0.793,66.429
